,1-Gram,Frequency,2-Gram,Frequency,3-Gram,Frequency
2814,"('ceviche',)",39.0,"('first', 'choice')",31,"('youre', 'looking', 'great')",7.0
2815,"('created',)",39.0,"('rolls', 'looked')",31,"('good', 'thing', 'sushi')",7.0
2816,"('recognize',)",39.0,"('anything', 'like')",31,"('white', 'rice', 'fried')",7.0
2817,"('rounds',)",39.0,"('minutes', 'asked')",31,"('10', 'minutes', 'anyone')",7.0
2818,"('cents',)",39.0,"('wanted', 'drink')",31,"('dont', 'know', 'id')",7.0
2819,"('news',)",39.0,"('ended', 'ordering')",31,"('experience', 'will', 'back')",7.0
2820,"('decorations',)",39.0,"('looked', 'us')",31,"('buns', 'pretty', 'good')",7.0
2821,"('pancakes',)",39.0,"('chinese', 'dishes')",31,"('also', 'didnt', 'know')",7.0
2822,"('whoever',)",39.0,"('go', 'one')",31,"('every', 'time', 'asked')",7.0
2823,"('advised',)",39.0,"('tables', 'around')",31,"('made', 'feel', 'uncomfortable')",7.0
2824,"('plum',)",39.0,"('forgot', 'bring')",31,"('next', 'time', 'went')",7.0
2825,"('wipe',)",39.0,"('order', 'delivery')",31,"('much', 'better', 'better')",7.0
2826,"('cons',)",38.0,"('fresh', 'tasting')",31,"('looking', 'forward', 'sushi')",7.0
2827,"('settle',)",38.0,"('werent', 'busy')",31,"('drinks', 'never', 'refilled')",7.0
2828,"('mojito',)",38.0,"('pretty', 'slow')",31,"('30', 'mins', 'later')",7.0
2829,"('greatly',)",38.0,"('will', 'eat')",31,"('40', 'minutes', 'get')",7.0
2830,"('priority',)",38.0,"('drinks', 'never')",31,"('service', 'friendly', 'fast')",7.0
2831,"('cell',)",38.0,"('couldnt', 'wait')",31,"('left', 'still', 'hungry')",7.0
2832,"('barrier',)",38.0,"('didnt', 'realize')",31,"('miso', 'soup', 'soup')",7.0
2833,"('hunt',)",38.0,"('quantity', 'quality')",31,"('just', 'cant', 'get')",7.0
2834,"('batch',)",38.0,"('ive', 'times')",31,"('just', 'take', 'order')",7.0
2835,"('gloves',)",38.0,"('us', 'took')",31,"('ordered', 'sashimi', 'appetizer')",7.0
2836,"('kroger',)",38.0,"('ill', 'going')",31,"('used', 'go', 'place')",7.0
2837,"('ca',)",38.0,"('will', 'stick')",31,"('sad', 'say', 'wont')",7.0
2838,"('aftertaste',)",38.0,"('late', 'lunch')",31,"('came', 'back', '10')",7.0
2839,"('someplace',)",38.0,"('thai', 'chicken')",31,"('sushi', 'dont', 'think')",7.0
2840,"('reach',)",38.0,"('think', 'food')",31,"('salmon', 'philadelphia', 'roll')",7.0
2841,"('drizzled',)",38.0,"('husband', 'said')",31,"('ive', 'many', 'sushi')",7.0
2842,"('pair',)",38.0,"('wasnt', 'fan')",31,"('amount', 'money', 'spent')",7.0
2843,"('keeps',)",38.0,"('thai', 'place')",31,"('two', 'pieces', 'shrimp')",7.0
2844,"('idk',)",38.0,"('speak', 'english')",31,"('sushi', 'rolls', 'average')",7.0
2845,"('d',)",38.0,"('time', 'sat')",31,"('sushi', 'places', 'go')",7.0
2846,"('gf',)",38.0,"('get', 'home')",31,"('check', 'us', 'even')",7.0
2847,"('kill',)",38.0,"('sushi', 'since')",31,"('take', '15', 'minutes')",7.0
2848,"('resturant',)",38.0,"('us', 'good')",31,"('wasnt', 'even', 'worth')",7.0
2849,"('grub',)",38.0,"('time', 'wait')",31,"('sushi', 'ok', 'service')",7.0
2850,"('izakaya',)",38.0,"('impressed', 'place')",31,"('dont', 'know', 'sushi')",7.0
2851,"('whos',)",38.0,"('can', 'imagine')",31,"('didnt', 'really', 'like')",7.0
2852,"('equal',)",38.0,"('good', 'portion')",31,"('fried', 'rice', 'egg')",7.0
2853,"('bibimbap',)",38.0,"('pretty', 'busy')",31,"('just', 'didnt', 'like')",7.0
2854,"('fountain',)",38.0,"('unless', 'youre')",31,"('seaweed', 'salad', 'edamame')",7.0
2855,"('fyi',)",38.0,"('service', 'didnt')",31,"('waitress', 'nice', 'attentive')",7.0
2856,"('cod',)",38.0,"('even', 'want')",31,"('place', 'nothing', 'special')",7.0
2857,"('wilted',)",38.0,"('food', 'doesnt')",31,"('got', '2', 'rolls')",7.0
2858,"('wood',)",38.0,"('time', 'server')",31,"('shame', 'food', 'good')",7.0
2859,"('levels',)",38.0,"('another', 'thing')",31,"('much', 'better', 'just')",7.0
2860,"('stands',)",38.0,"('pieces', 'salmon')",31,"('server', 'came', 'took')",7.0
2861,"('daily',)",38.0,"('plenty', 'sushi')",31,"('sushi', 'bar', 'looked')",7.0
2862,"('exotic',)",38.0,"('used', 'great')",31,"('great', 'food', 'just')",7.0
2863,"('pre',)",38.0,"('think', 'just')",31,"('soy', 'sauce', 'sushi')",7.0
2864,"('clearwater',)",38.0,"('think', 'worth')",31,"('another', 'waitress', 'came')",7.0
2865,"('reached',)",38.0,"('make', 'feel')",31,"('pretty', 'much', 'tasted')",7.0
2866,"('promised',)",38.0,"('went', 'got')",31,"('waiter', 'come', 'back')",7.0
2867,"('practice',)",38.0,"('tasted', 'better')",31,"('giving', 'place', 'another')",7.0
2868,"('outrageous',)",38.0,"('roll', 'crab')",31,"('go', 'back', 'especially')",7.0
2869,"('aint',)",38.0,"('place', 'bad')",31,"('chicken', 'teriyaki', 'bowl')",7.0
2870,"('treatment',)",38.0,"('arrived', 'around')",31,"('lump', 'crab', 'meat')",7.0
2871,"('coupons',)",38.0,"('poke', 'bowls')",31,"('one', 'get', 'one')",7.0
2872,"('eaters',)",38.0,"('ask', 'check')",31,"('like', 'place', 'really')",7.0
2873,"('freaking',)",38.0,"('nice', 'sushi')",31,"('fried', 'rice', 'hibachi')",7.0
2874,"('heading',)",38.0,"('ok', 'good')",31,"('20', 'minutes', 'got')",7.0
2875,"('reviewer',)",37.0,"('ordered', 'tuna')",31,"('almost', '10', 'minutes')",7.0
2876,"('garbage',)",37.0,"('couldnt', 'taste')",31,"('go', 'back', 'give')",7.0
2877,"('tall',)",37.0,"('us', 'will')",31,"('feel', 'like', 'got')",7.0
2878,"('avoided',)",37.0,"('rolls', 'seemed')",31,"('food', 'never', 'came')",7.0
2879,"('jersey',)",37.0,"('seemed', 'really')",31,"('20', 'minutes', 'went')",7.0
2880,"('communicate',)",37.0,"('left', 'much')",31,"('plan', 'going', 'back')",7.0
2881,"('tightly',)",37.0,"('now', 'sushi')",31,"('one', 'table', 'occupied')",7.0
2882,"('cookies',)",37.0,"('attention', 'detail')",31,"('understand', 'hype', 'place')",7.0
2883,"('truth',)",37.0,"('im', 'done')",31,"('service', 'good', 'waitress')",7.0
2884,"('naked',)",37.0,"('party', '5')",31,"('get', 'fresh', 'fish')",7.0
2885,"('raving',)",37.0,"('dinner', 'tonight')",31,"('least', '45', 'minutes')",7.0
2886,"('wondered',)",37.0,"('entire', 'place')",31,"('even', 'taste', 'good')",7.0
2887,"('claimed',)",37.0,"('roll', 'like')",31,"('food', 'pretty', 'decent')",7.0
2888,"('interest',)",37.0,"('skin', 'roll')",31,"('nothing', 'special', 'ordered')",7.0
2889,"('ac',)",37.0,"('ordered', 'first')",31,"('now', 'dont', 'know')",7.0
2890,"('cajun',)",37.0,"('literally', 'just')",31,"('really', 'enjoy', 'sushi')",7.0
2891,"('sparks',)",37.0,"('time', 'visit')",31,"('im', 'going', 'get')",7.0
2892,"('mid',)",37.0,"('kani', 'salad')",31,"('asked', 'soy', 'sauce')",7.0
2893,"('absent',)",37.0,"('pretty', 'cool')",31,"('good', 'staff', 'friendly')",7.0
2894,"('reef',)",37.0,"('second', 'star')",31,"('service', 'good', 'either')",7.0
2895,"('chilled',)",37.0,"('also', 'sushi')",31,"('taste', 'just', 'ok')",7.0
2896,"('swallow',)",37.0,"('never', 'eat')",31,"('sushi', 'rolls', 'sushi')",7.0
2897,"('hawaii',)",37.0,"('food', 'best')",31,"('flavor', 'spicy', 'tuna')",7.0
2898,"('pale',)",37.0,"('service', 'atmosphere')",31,"('ready', '20', 'minutes')",7.0
2899,"('strongly',)",37.0,"('service', 'still')",31,"('rolls', 'didnt', 'taste')",7.0
2900,"('kicker',)",37.0,"('bok', 'choy')",30,"('food', 'just', 'meh')",7.0
2901,"('remaining',)",37.0,"('udon', 'noodle')",30,"('sushi', 'bar', 'place')",7.0
2902,"('alternative',)",37.0,"('getting', 'sick')",30,"('roll', 'first', 'time')",7.0
2903,"('pushing',)",37.0,"('order', 'left')",30,"('table', '15', 'minutes')",7.0
2904,"('grain',)",37.0,"('zero', 'flavor')",30,"('also', 'ordered', 'chicken')",7.0
2905,"('masago',)",37.0,"('went', 'bar')",30,"('15', 'minutes', 'waitress')",7.0
2906,"('c',)",37.0,"('terrible', 'experience')",30,"('ginger', 'soy', 'sauce')",7.0
2907,"('bored',)",37.0,"('us', 'time')",30,"('food', 'didnt', 'even')",7.0
2908,"('promising',)",37.0,"('fresh', 'tasted')",30,"('miso', 'soup', 'okay')",7.0
2909,"('preference',)",37.0,"('us', 'sat')",30,"('better', 'can', 'eat')",7.0
2910,"('cheapest',)",37.0,"('hour', 'specials')",30,"('second', 'time', 'came')",7.0
2911,"('nose',)",37.0,"('one', 'guy')",30,"('many', 'great', 'things')",7.0
2912,"('cancelled',)",37.0,"('wouldnt', 'order')",30,"('everything', 'else', 'mediocre')",7.0
2913,"('worn',)",37.0,"('sure', 'just')",30,"('good', 'sushi', 'can')",7.0
2914,"('drowning',)",37.0,"('crunchy', 'shrimp')",30,"('get', 'chance', 'try')",7.0
2915,"('selected',)",37.0,"('per', 'roll')",30,"('sushi', 'conveyor', 'belt')",7.0
2916,"('venue',)",37.0,"('time', 'want')",30,"('ordered', 'lunch', 'menu')",7.0
2917,"('basics',)",37.0,"('three', 'tables')",30,"('didnt', 'get', 'chance')",7.0
2918,"('searching',)",37.0,"('like', 'rolls')",30,"('got', 'two', 'rolls')",7.0
2919,"('creativity',)",37.0,"('spicy', 'yellowtail')",30,"('ratio', 'fish', 'rice')",7.0
2920,"('sun',)",37.0,"('time', 'waited')",30,"('went', 'back', 'kitchen')",7.0
2921,"('origami',)",37.0,"('went', 'friday')",30,"('mediocre', 'food', 'service')",7.0
2922,"('syrup',)",37.0,"('visit', 'place')",30,"('us', 'whole', 'time')",7.0
2923,"('lit',)",37.0,"('drop', 'soup')",30,"('us', 'full', 'price')",7.0
2924,"('stores',)",37.0,"('mothers', 'day')",30,"('pretty', 'excited', 'try')",7.0
2925,"('omg',)",36.0,"('hate', 'say')",30,"('great', 'service', 'slow')",7.0
2926,"('pains',)",36.0,"('french', 'fries')",30,"('2', '3', 'rolls')",7.0
2927,"('bok',)",36.0,"('overpriced', 'food')",30,"('service', 'friendly', 'attentive')",7.0
2928,"('crumbs',)",36.0,"('sushi', 'arrived')",30,"('like', 'sushi', 'places')",7.0
2929,"('track',)",36.0,"('chicken', 'broth')",30,"('even', 'get', 'started')",7.0
2930,"('incorrectly',)",36.0,"('place', 'seemed')",30,"('dont', 'care', 'quality')",7.0
2931,"('towels',)",36.0,"('rolls', 'rice')",30,"('steak', 'n', 'shake')",7.0
2932,"('substitute',)",36.0,"('can', 'just')",30,"('coming', 'back', 'came')",7.0
2933,"('itd',)",36.0,"('little', 'better')",30,"('ordered', 'grub', 'hub')",7.0
2934,"('jacksons',)",36.0,"('chicken', 'dish')",30,"('2', 'rolls', 'ordered')",7.0
2935,"('shellfish',)",36.0,"('decided', 'just')",30,"('place', 'good', 'food')",7.0
2936,"('pregnant',)",36.0,"('rather', 'pay')",30,"('food', 'ok', 'worth')",7.0
2937,"('lemongrass',)",36.0,"('place', 'small')",30,"('restaurant', 'dont', 'think')",7.0
2938,"('court',)",36.0,"('three', 'sushi')",30,"('roll', 'salmon', 'skin')",7.0
2939,"('limp',)",36.0,"('throughout', 'meal')",30,"('order', 'never', 'came')",7.0
2940,"('sagami',)",36.0,"('least', '10')",30,"('really', 'wasnt', 'good')",7.0
2941,"('puffs',)",36.0,"('just', 'stick')",30,"('said', 'happy', 'hour')",7.0
2942,"('meanwhile',)",36.0,"('dont', 'let')",30,"('food', '2', 'stars')",7.0
2943,"('martinis',)",36.0,"('came', 'told')",30,"('happy', 'hour', 'drink')",7.0
2944,"('juicy',)",36.0,"('receive', 'food')",30,"('never', 'got', 'food')",7.0
2945,"('skimp',)",36.0,"('order', 'drink')",30,"('favorite', 'sushi', 'bar')",7.0
2946,"('apologizing',)",36.0,"('horrible', 'experience')",30,"('place', 'gets', '2')",7.0
2947,"('shirt',)",36.0,"('place', 'many')",30,"('cho', 'cho', 'san')",7.0
2948,"('harsh',)",36.0,"('kids', 'menu')",30,"('price', 'wasnt', 'bad')",7.0
2949,"('speciality',)",36.0,"('sushi', 'tried')",30,"('say', 'will', 'back')",7.0
2950,"('grossed',)",36.0,"('thats', 'fine')",30,"('just', 'ok', 'best')",7.0
2951,"('bombs',)",36.0,"('staff', 'members')",30,"('sat', 'next', 'us')",7.0
2952,"('booked',)",36.0,"('im', 'talking')",30,"('good', 'tasted', 'like')",7.0
2953,"('broke',)",36.0,"('many', 'tables')",30,"('woman', 'took', 'order')",7.0
2954,"('row',)",36.0,"('went', 'restaurant')",30,"('came', 'time', 'pay')",7.0
2955,"('seven',)",36.0,"('ever', 'return')",30,"('prices', 'pretty', 'high')",7.0
2956,"('ring',)",36.0,"('restaurant', 'also')",30,"('sushi', 'pretty', 'bad')",7.0
2957,"('test',)",36.0,"('slices', 'fish')",30,"('sushi', 'chef', 'nice')",7.0
2958,"('everybody',)",36.0,"('sushi', 'little')",30,"('seemed', 'like', 'good')",7.0
2959,"('reputation',)",36.0,"('thought', 'food')",30,"('stir', 'fried', 'udon')",7.0
2960,"('switch',)",36.0,"('well', 'back')",30,"('completely', 'ignored', 'us')",7.0
2961,"('spoons',)",36.0,"('menu', 'pretty')",30,"('last', 'three', 'visits')",7.0
2962,"('suddenly',)",35.0,"('like', 'many')",30,"('sushi', 'place', 'closed')",7.0
2963,"('traffic',)",35.0,"('rolls', 'come')",30,"('next', 'time', 'come')",7.0
2964,"('inform',)",35.0,"('pick', 'food')",30,"('reasonable', 'amount', 'time')",7.0
2965,"('budget',)",35.0,"('another', 'person')",30,"('three', 'years', 'ago')",7.0
2966,"('listening',)",35.0,"('ordered', 'another')",30,"('ok', 'nothing', 'spectacular')",7.0
2967,"('glance',)",35.0,"('good', 'selection')",30,"('trying', 'save', 'money')",7.0
2968,"('losing',)",35.0,"('looking', 'around')",30,"('like', 'first', 'time')",7.0
2969,"('knock',)",35.0,"('sushi', 'delicious')",30,"('prices', 'bit', 'high')",7.0
2970,"('surf',)",35.0,"('great', 'good')",30,"('go', 'back', 'maybe')",7.0
2971,"('misleading',)",35.0,"('ive', 'much')",30,"('gave', 'benefit', 'doubt')",7.0
2972,"('buck',)",35.0,"('even', 'better')",30,"('lot', 'takeout', 'orders')",7.0
2973,"('smothered',)",35.0,"('went', 'friend')",30,"('good', 'even', 'though')",7.0
2974,"('degrees',)",35.0,"('went', 'group')",30,"('good', 'reviews', 'place')",7.0
2975,"('5pm',)",35.0,"('still', 'eating')",30,"('sushi', 'restaurants', 'city')",7.0
2976,"('relaxing',)",35.0,"('flavor', 'also')",30,"('chicken', 'teriyaki', 'bento')",7.0
2977,"('quoted',)",35.0,"('actually', 'get')",30,"('one', 'spicy', 'tuna')",7.0
2978,"('930',)",35.0,"('say', 'service')",30,"('many', 'better', 'sushi')",7.0
2979,"('windows',)",35.0,"('birthday', 'party')",30,"('brought', 'us', 'check')",7.0
2980,"('awkwardly',)",35.0,"('wanting', 'try')",30,"('sushi', 'rolls', 'sashimi')",7.0
2981,"('marked',)",35.0,"('chicken', 'hibachi')",30,"('eat', 'sushi', 'just')",7.0
2982,"('afford',)",35.0,"('much', 'else')",30,"('location', 'several', 'times')",7.0
2983,"('descriptions',)",35.0,"('roll', 'made')",30,"('will', 'update', 'review')",7.0
2984,"('garnish',)",35.0,"('tempura', 'udon')",30,"('place', '2', 'star')",7.0
2985,"('weather',)",35.0,"('trying', 'find')",30,"('tuna', 'looked', 'like')",7.0
2986,"('somethings',)",35.0,"('anyone', 'else')",30,"('restaurant', 'wasnt', 'even')",7.0
2987,"('spanish',)",35.0,"('young', 'man')",30,"('minutes', 'us', 'get')",7.0
2988,"('thumbs',)",35.0,"('expensive', 'food')",30,"('really', 'dont', 'think')",7.0
2989,"('roti',)",35.0,"('just', 'food')",30,"('time', 'sushi', 'bar')",7.0
2990,"('struggling',)",35.0,"('waiter', 'took')",30,"('go', 'way', 'eat')",7.0
2991,"('scared',)",35.0,"('panda', 'express')",30,"('im', 'never', 'going')",7.0
2992,"('public',)",35.0,"('every', 'table')",30,"('however', 'food', 'good')",7.0
2993,"('frustration',)",35.0,"('broth', 'tasted')",30,"('support', 'local', 'business')",7.0
2994,"('amongst',)",35.0,"('loud', 'music')",30,"('probably', 'worst', 'sushi')",7.0
2995,"('alive',)",35.0,"('quality', 'just')",30,"('good', 'dont', 'get')",7.0
2996,"('site',)",35.0,"('take', 'business')",30,"('roll', 'pretty', 'much')",7.0
2997,"('unbelievable',)",35.0,"('1st', 'time')",30,"('minutes', 'later', 'told')",7.0
2998,"('primarily',)",35.0,"('rolls', 'took')",30,"('better', 'dont', 'know')",7.0
2999,"('select',)",34.0,"('asked', 'water')",30,"('raw', 'fish', 'top')",7.0
3000,"('caused',)",34.0,"('especially', 'considering')",30,"('first', 'opened', 'food')",7.0
3001,"('claim',)",34.0,"('people', 'bar')",30,"('2', 'specialty', 'rolls')",7.0
3002,"('layer',)",34.0,"('ordered', 'calamari')",30,"('everything', 'else', 'good')",7.0
3003,"('upper',)",34.0,"('main', 'reason')",30,"('drink', 'order', 'asked')",7.0
3004,"('crusted',)",34.0,"('didnt', 'mind')",30,"('even', 'though', 'sushi')",7.0
3005,"('advertising',)",34.0,"('may', 'go')",30,"('sushi', 'bar', 'area')",7.0
3006,"('500',)",34.0,"('another', 'drink')",30,"('food', 'taste', 'good')",7.0
3007,"('bug',)",34.0,"('traditional', 'sushi')",30,"('waitress', 'informed', 'us')",7.0
3008,"('hated',)",34.0,"('15', 'hours')",30,"('sushi', 'place', 'near')",7.0
3009,"('moms',)",34.0,"('really', 'cool')",30,"('couple', 'blocks', 'away')",7.0
3010,"('zama',)",34.0,"('waited', 'almost')",30,"('time', 'dont', 'think')",7.0
3011,"('28',)",34.0,"('another', 'time')",30,"('trying', 'get', 'attention')",7.0
3012,"('deserves',)",34.0,"('favorite', 'restaurant')",30,"('wasnt', 'anything', 'write')",7.0
3013,"('trays',)",34.0,"('sports', 'bar')",30,"('tuna', 'white', 'tuna')",7.0
3014,"('sever',)",34.0,"('staff', 'just')",30,"('avocado', 'spicy', 'tuna')",7.0
3015,"('laughing',)",34.0,"('back', 'many')",30,"('good', 'fried', 'rice')",7.0
3016,"('genuinely',)",34.0,"('good', 'wasnt')",30,"('time', 'will', 'try')",7.0
3017,"('francisco',)",34.0,"('ordered', 'came')",30,"('worth', 'price', 'tag')",7.0
3018,"('letdown',)",34.0,"('drinks', 'came')",30,"('good', 'service', 'awful')",7.0
3019,"('runs',)",34.0,"('dont', 'usually')",30,"('sushi', 'chef', 'wasnt')",7.0
3020,"('halibut',)",34.0,"('night', 'just')",30,"('time', 'ill', 'go')",7.0
3021,"('sending',)",34.0,"('3', 'years')",30,"('sushi', 'good', 'fresh')",7.0
3022,"('peas',)",34.0,"('orders', 'came')",30,"('can', 'eat', 'can')",7.0
3023,"('strawberry',)",34.0,"('want', 'take')",30,"('looked', 'like', 'didnt')",7.0
3024,"('depth',)",34.0,"('just', 'night')",30,"('long', 'time', 'since')",7.0
3025,"('10pm',)",34.0,"('flavor', 'sushi')",30,"('rolls', 'chicken', 'teriyaki')",7.0
3026,"('sip',)",34.0,"('like', 'every')",30,"('sushi', 'many', 'places')",7.0
3027,"('weekly',)",34.0,"('cant', 'speak')",30,"('didnt', 'like', 'place')",7.0
3028,"('realizing',)",34.0,"('ended', 'leaving')",30,"('chicken', 'teriyaki', 'dish')",7.0
3029,"('merely',)",34.0,"('trying', 'eat')",30,"('food', 'took', 'hour')",7.0
3030,"('fluke',)",34.0,"('front', 'restaurant')",30,"('place', 'sushi', 'good')",7.0
3031,"('zen',)",34.0,"('decided', 'eat')",30,"('chicken', 'looked', 'like')",7.0
3032,"('edge',)",34.0,"('like', 'going')",30,"('first', 'time', 'try')",7.0
3033,"('shoes',)",34.0,"('ahi', 'tuna')",30,"('good', 'can', 'get')",7.0
3034,"('condescending',)",34.0,"('everyone', 'table')",30,"('find', 'new', 'place')",7.0
3035,"('warmer',)",34.0,"('tasted', 'bad')",30,"('id', 'rather', 'eat')",7.0
3036,"('pain',)",34.0,"('sushi', 'burrito')",30,"('find', 'another', 'sushi')",7.0
3037,"('suggestions',)",34.0,"('say', 'much')",30,"('service', 'good', 'staff')",7.0
3038,"('cardboard',)",34.0,"('took', 'orders')",30,"('best', 'sushi', 'around')",7.0
3039,"('surrounding',)",34.0,"('four', 'rolls')",30,"('getting', 'ready', 'leave')",7.0
3040,"('siracha',)",34.0,"('really', 'taste')",30,"('soup', 'spring', 'rolls')",7.0
3041,"('sweetness',)",34.0,"('order', 'will')",30,"('somewhere', 'else', 'place')",7.0
3042,"('restrictions',)",34.0,"('order', 'phone')",30,"('sour', 'soup', 'good')",7.0
3043,"('smiles',)",34.0,"('people', 'come')",30,"('time', 'take', 'order')",7.0
3044,"('yikes',)",34.0,"('find', 'place')",30,"('just', 'soy', 'sauce')",7.0
3045,"('kbbq',)",34.0,"('food', 'hot')",30,"('havent', 'back', 'since')",7.0
3046,"('spread',)",34.0,"('really', 'know')",30,"('tempura', 'roll', 'tasted')",7.0
3047,"('sloppily',)",34.0,"('restaurant', 'didnt')",30,"('worst', 'ramen', 'ive')",7.0
3048,"('horrid',)",33.0,"('one', 'ordered')",30,"('times', 'ive', 'ive')",7.0
3049,"('roasted',)",33.0,"('didnt', 'expect')",30,"('restaurant', 'half', 'full')",7.0
3050,"('deck',)",33.0,"('chicken', 'broccoli')",30,"('roll', 'two', 'pieces')",7.0
3051,"('moneys',)",33.0,"('month', 'ago')",30,"('say', 'probably', 'wont')",7.0
3052,"('grey',)",33.0,"('mayo', 'sauce')",30,"('sushi', 'restaurants', 'tucson')",7.0
3053,"('culinary',)",33.0,"('sauce', 'didnt')",30,"('us', 'can', 'eat')",7.0
3054,"('decline',)",33.0,"('taste', 'sushi')",30,"('food', 'good', 'wait')",7.0
3055,"('comparing',)",33.0,"('sushi', 'last')",30,"('went', 'wednesday', 'night')",7.0
3056,"('ala',)",33.0,"('minutes', 'time')",30,"('roll', 'fell', 'apart')",7.0
3057,"('jumbo',)",33.0,"('completely', 'empty')",30,"('time', 'ive', 'ever')",7.0
3058,"('die',)",33.0,"('get', 'full')",30,"('table', 'told', 'us')",7.0
3059,"('arguing',)",33.0,"('get', 'together')",30,"('now', 'im', 'sure')",7.0
3060,"('norm',)",33.0,"('really', 'busy')",29,"('much', 'better', 'thai')",7.0
3061,"('notes',)",33.0,"('rolls', 'even')",29,"('gon', 'na', 'lie')",7.0
3062,"('behavior',)",33.0,"('make', 'food')",29,"('shrimp', 'veggie', 'tempura')",7.0
3063,"('sisters',)",33.0,"('fried', 'calamari')",29,"('wasnt', 'impressed', 'food')",7.0
3064,"('contain',)",33.0,"('nowhere', 'found')",29,"('never', 'seen', 'sushi')",7.0
3065,"('dive',)",33.0,"('good', 'part')",29,"('better', 'sushi', 'service')",7.0
3066,"('filler',)",33.0,"('us', 'waiting')",29,"('read', 'great', 'reviews')",7.0
3067,"('chicago',)",33.0,"('place', 'anyone')",29,"('great', 'reviews', 'place')",7.0
3068,"('unappealing',)",33.0,"('ill', 'just')",29,"('sushi', 'customer', 'service')",7.0
3069,"('prawns',)",33.0,"('twice', 'now')",29,"('service', 'worst', 'ive')",7.0
3070,"('cleaner',)",33.0,"('clear', 'soup')",29,"('last', '6', 'months')",7.0
3071,"('turf',)",33.0,"('think', 'ive')",29,"('minutes', 'get', 'water')",7.0
3072,"('package',)",33.0,"('like', 'got')",29,"('id', 'never', 'go')",7.0
3073,"('performance',)",33.0,"('thought', 'just')",29,"('food', 'always', 'great')",7.0
3074,"('warn',)",33.0,"('ramen', 'good')",29,"('dont', 'even', 'like')",7.0
3075,"('executed',)",33.0,"('understand', 'place')",29,"('also', 'miso', 'soup')",7.0
3076,"('bothering',)",33.0,"('just', 'gave')",29,"('just', 'right', 'amount')",7.0
3077,"('fool',)",33.0,"('time', 'trying')",29,"('feel', 'like', 'eating')",7.0
3078,"('apple',)",33.0,"('raw', 'sushi')",29,"('place', 'half', 'full')",7.0
3079,"('iron',)",33.0,"('4', 'us')",29,"('miso', 'soup', 'tastes')",7.0
3080,"('witnessed',)",33.0,"('us', 'sit')",29,"('rolls', 'mostly', 'rice')",7.0
3081,"('cho',)",33.0,"('host', 'stand')",29,"('stars', 'food', 'decent')",7.0
3082,"('exceptionally',)",33.0,"('went', 'tonight')",29,"('several', 'open', 'tables')",7.0
3083,"('beautifully',)",33.0,"('nice', 'people')",29,"('stir', 'fried', 'vegetables')",7.0
3084,"('muscles',)",33.0,"('place', 'always')",29,"('worked', 'food', 'service')",7.0
3085,"('tipping',)",33.0,"('go', 'restaurant')",29,"('25', 'per', 'person')",7.0
3086,"('830',)",33.0,"('check', 'place')",29,"('15', '20', 'minutes')",7.0
3087,"('arigato',)",33.0,"('rolls', 'miso')",29,"('almost', 'felt', 'like')",7.0
3088,"('consumed',)",33.0,"('time', 'left')",29,"('ive', 'never', 'sushi')",7.0
3089,"('increased',)",33.0,"('spending', 'money')",29,"('service', 'better', 'food')",7.0
3090,"('pleasing',)",33.0,"('said', 'nothing')",29,"('didnt', 'order', 'anything')",7.0
3091,"('unlimited',)",33.0,"('asked', 'side')",29,"('good', 'reason', 'im')",7.0
3092,"('pub',)",33.0,"('trying', 'hard')",29,"('people', 'sitting', 'bar')",7.0
3093,"('hide',)",33.0,"('good', 'atmosphere')",29,"('minutes', 'got', 'food')",7.0
3094,"('somebody',)",33.0,"('kept', 'falling')",29,"('doubt', 'ill', 'go')",7.0
3095,"('pressed',)",33.0,"('really', 'sad')",29,"('tuna', 'roll', 'tasted')",7.0
3096,"('scoops',)",33.0,"('waiting', 'another')",29,"('service', 'terrible', 'waitress')",7.0
3097,"('dingy',)",33.0,"('like', 'try')",29,"('time', 'sushi', 'good')",7.0
3098,"('print',)",33.0,"('way', 'expensive')",29,"('better', 'thai', 'restaurants')",7.0
3099,"('happily',)",33.0,"('service', 'wait')",29,"('couldnt', 'give', 'us')",7.0
3100,"('rose',)",33.0,"('compared', 'places')",29,"('since', 'can', 'eat')",7.0
3101,"('steer',)",33.0,"('ramen', 'bar')",29,"('pad', 'thai', 'just')",7.0
3102,"('wiped',)",33.0,"('roll', 'bland')",29,"('ordered', 'red', 'curry')",7.0
3103,"('everytime',)",33.0,"('get', 'served')",29,"('first', 'come', 'first')",7.0
3104,"('lying',)",33.0,"('roll', 'well')",29,"('two', 'stars', 'good')",7.0
3105,"('clientele',)",33.0,"('will', 'ordering')",29,"('good', 'sushi', 'service')",7.0
3106,"('aki',)",33.0,"('back', 'work')",29,"('three', 'different', 'times')",7.0
3107,"('dripping',)",33.0,"('time', 'since')",29,"('ordered', 'lo', 'mein')",7.0
3108,"('computer',)",33.0,"('good', 'people')",29,"('seated', 'us', 'table')",7.0
3109,"('oriental',)",33.0,"('got', 'take')",29,"('times', 'ive', 'ordered')",7.0
3110,"('chat',)",33.0,"('think', 'can')",29,"('nearly', '20', 'minutes')",7.0
3111,"('habachi',)",33.0,"('said', 'couldnt')",29,"('want', 'cheap', 'sushi')",7.0
3112,"('tako',)",33.0,"('times', 'time')",29,"('20', 'minutes', 'us')",7.0
