,1-Gram,Frequency,2-Gram,Frequency,3-Gram,Frequency
2855,"('lemongrass',)",47.0,"('definitely', 'give')",39,"('rolls', 'tasted', 'pretty')",9.0
2856,"('reach',)",47.0,"('fairly', 'quickly')",39,"('looking', 'quick', 'bite')",9.0
2857,"('ca',)",47.0,"('try', 'get')",39,"('didnt', 'knock', 'socks')",9.0
2858,"('entry',)",47.0,"('dont', 'forget')",39,"('really', 'didnt', 'want')",9.0
2859,"('receiving',)",47.0,"('ordered', 'tempura')",39,"('took', 'us', 'get')",9.0
2860,"('warmer',)",47.0,"('ok', 'good')",39,"('sushi', 'chef', 'friendly')",9.0
2861,"('information',)",47.0,"('nice', 'fresh')",39,"('okay', 'service', 'good')",9.0
2862,"('desire',)",47.0,"('time', 'trying')",39,"('us', 'happy', 'hour')",9.0
2863,"('appeal',)",47.0,"('taste', 'sushi')",39,"('tuna', 'spicy', 'crab')",9.0
2864,"('hurt',)",47.0,"('ordered', 'appetizers')",39,"('minutes', 'take', 'order')",9.0
2865,"('neon',)",47.0,"('youve', 'got')",39,"('pretty', 'good', 'id')",9.0
2866,"('meatballs',)",47.0,"('wasnt', 'enough')",39,"('really', 'really', 'wanted')",9.0
2867,"('conversations',)",47.0,"('fresh', 'well')",39,"('food', 'terrible', 'service')",9.0
2868,"('discovered',)",47.0,"('ordered', 'wrong')",39,"('feel', 'like', 'cooking')",9.0
2869,"('reviewed',)",47.0,"('mind', 'blowing')",39,"('sushi', 'sashimi', 'rolls')",9.0
2870,"('spotty',)",47.0,"('dont', 'let')",39,"('ill', 'probably', 'try')",9.0
2871,"('citrus',)",47.0,"('green', 'onions')",39,"('get', '4', 'stars')",9.0
2872,"('turf',)",47.0,"('smelt', 'roe')",39,"('place', 'just', 'opened')",9.0
2873,"('forth',)",47.0,"('get', 'together')",39,"('shrimp', 'tasted', 'like')",9.0
2874,"('organized',)",47.0,"('ive', 'many')",39,"('every', 'time', 'door')",9.0
2875,"('throwing',)",47.0,"('noodles', 'good')",39,"('prices', 'werent', 'bad')",9.0
2876,"('powder',)",47.0,"('wanted', 'something')",39,"('miso', 'soup', 'average')",9.0
2877,"('period',)",47.0,"('great', 'server')",39,"('didnt', 'make', 'sense')",9.0
2878,"('reviewing',)",47.0,"('veggie', 'sushi')",39,"('pretty', 'hard', 'mess')",9.0
2879,"('basis',)",47.0,"('quantity', 'quality')",39,"('just', 'ok', 'ordered')",9.0
2880,"('exterior',)",47.0,"('just', 'think')",39,"('never', 'tried', 'sushi')",9.0
2881,"('everytime',)",47.0,"('try', 'lunch')",39,"('decided', 'try', 'sushi')",9.0
2882,"('communication',)",47.0,"('place', '35')",39,"('soup', 'green', 'tea')",9.0
2883,"('highlights',)",47.0,"('place', 'three')",39,"('dishes', 'pretty', 'good')",9.0
2884,"('excessive',)",46.0,"('get', 'sick')",39,"('good', 'service', 'bit')",9.0
2885,"('szechuan',)",46.0,"('wont', 'get')",39,"('ok', 'miso', 'soup')",9.0
2886,"('button',)",46.0,"('party', '4')",39,"('pretty', 'good', 'value')",9.0
2887,"('primarily',)",46.0,"('still', 'great')",39,"('youre', 'looking', 'cheap')",9.0
2888,"('track',)",46.0,"('takes', 'forever')",39,"('shrimp', 'lo', 'mein')",9.0
2889,"('strictly',)",46.0,"('ordered', 'thai')",39,"('bad', 'experience', 'just')",9.0
2890,"('forgettable',)",46.0,"('good', 'went')",39,"('also', 'ordered', 'chicken')",9.0
2891,"('versus',)",46.0,"('place', 'seems')",39,"('cooked', 'medium', 'rare')",9.0
2892,"('hated',)",46.0,"('place', 'lot')",39,"('give', 'place', '2')",9.0
2893,"('garnish',)",46.0,"('12', 'price')",39,"('overall', 'place', 'just')",9.0
2894,"('bell',)",46.0,"('time', 'last')",39,"('though', 'food', 'good')",9.0
2895,"('happily',)",46.0,"('bread', 'pudding')",39,"('just', 'ok', 'dont')",9.0
2896,"('site',)",46.0,"('pay', 'extra')",39,"('come', 'back', 'really')",9.0
2897,"('concern',)",46.0,"('thing', 'really')",39,"('wouldnt', 'recommend', 'place')",9.0
2898,"('lives',)",46.0,"('read', 'menu')",39,"('staff', 'extremely', 'friendly')",9.0
2899,"('cho',)",46.0,"('small', 'restaurant')",39,"('duck', 'fried', 'rice')",9.0
2900,"('regret',)",46.0,"('party', '6')",39,"('sushi', 'great', 'price')",9.0
2901,"('metairie',)",46.0,"('rice', 'veggies')",39,"('ordered', '5', 'different')",9.0
2902,"('knowledge',)",46.0,"('get', 'little')",39,"('good', 'staff', 'friendly')",9.0
2903,"('quarter',)",46.0,"('west', 'coast')",39,"('isnt', 'anything', 'special')",9.0
2904,"('chatting',)",46.0,"('decided', 'stop')",39,"('see', 'needed', 'anything')",9.0
2905,"('freezing',)",46.0,"('finally', 'get')",39,"('find', 'sushi', 'place')",9.0
2906,"('intended',)",46.0,"('baked', 'mussels')",39,"('waitress', 'never', 'came')",9.0
2907,"('osaka',)",46.0,"('just', 'eat')",39,"('worth', 'coming', 'back')",9.0
2908,"('mi',)",46.0,"('get', 'rolls')",39,"('chicken', 'rice', 'bowl')",9.0
2909,"('rip',)",46.0,"('mac', 'cheese')",39,"('fine', 'nothing', 'write')",9.0
2910,"('drank',)",46.0,"('potato', 'fries')",39,"('started', 'seaweed', 'salad')",9.0
2911,"('papaya',)",46.0,"('us', 'asked')",39,"('im', 'sure', 'well')",9.0
2912,"('moderately',)",46.0,"('crunchy', 'tuna')",39,"('rolls', 'ok', 'nothing')",9.0
2913,"('stopping',)",46.0,"('small', 'rolls')",39,"('california', 'roll', 'pretty')",9.0
2914,"('sorts',)",46.0,"('star', 'reviews')",39,"('food', 'good', 'waitress')",9.0
2915,"('mistakes',)",46.0,"('wait', 'another')",39,"('tasted', 'like', 'sitting')",9.0
2916,"('rid',)",46.0,"('much', 'can')",39,"('bang', 'bang', 'shrimp')",9.0
2917,"('harder',)",46.0,"('first', 'bite')",39,"('roll', 'avocado', 'roll')",9.0
2918,"('unprofessional',)",46.0,"('food', 'way')",39,"('sushi', 'restaurants', 'ive')",9.0
2919,"('instant',)",45.0,"('times', 'past')",39,"('spicy', 'tuna', 'crunch')",9.0
2920,"('kill',)",45.0,"('good', 'idea')",39,"('back', 'try', 'dinner')",9.0
2921,"('nervous',)",45.0,"('take', 'place')",39,"('uni', 'sea', 'urchin')",9.0
2922,"('famous',)",45.0,"('melt', 'mouth')",39,"('sushi', 'rolls', 'rolls')",9.0
2923,"('smart',)",45.0,"('items', 'ordered')",39,"('im', 'just', 'going')",9.0
2924,"('regards',)",45.0,"('wasnt', 'fan')",39,"('roll', 'also', 'pretty')",9.0
2925,"('til',)",45.0,"('ordered', 'tuna')",39,"('let', 'just', 'say')",9.0
2926,"('afford',)",45.0,"('crab', 'cakes')",39,"('going', 'back', 'forth')",9.0
2927,"('hotpot',)",45.0,"('saturday', 'afternoon')",39,"('different', 'im', 'used')",9.0
2928,"('seemingly',)",45.0,"('sauce', 'also')",39,"('food', 'good', 'usual')",9.0
2929,"('account',)",45.0,"('nothing', 'extraordinary')",39,"('area', 'sushi', 'bar')",9.0
2930,"('attended',)",45.0,"('another', 'go')",39,"('dont', 'mind', 'spending')",9.0
2931,"('seven',)",45.0,"('2', 'years')",39,"('service', 'every', 'time')",9.0
2932,"('handrolls',)",45.0,"('serve', 'sushi')",39,"('shrimp', 'tempura', 'avocado')",9.0
2933,"('highest',)",45.0,"('never', 'asked')",39,"('sushi', 'fresh', 'service')",9.0
2934,"('rose',)",45.0,"('recommend', 'trying')",39,"('beef', 'pad', 'thai')",9.0
2935,"('combined',)",45.0,"('thai', 'chicken')",39,"('probably', 'great', 'place')",9.0
2936,"('sushii',)",45.0,"('order', 'can')",39,"('food', 'good', 'even')",9.0
2937,"('custom',)",45.0,"('may', 'give')",39,"('like', 'give', 'place')",9.0
2938,"('loudly',)",45.0,"('little', 'overpriced')",39,"('one', 'specialty', 'roll')",9.0
2939,"('wilmington',)",45.0,"('server', 'never')",39,"('good', 'also', 'got')",9.0
2940,"('foot',)",45.0,"('open', 'tables')",39,"('ordered', 'four', 'rolls')",9.0
2941,"('4th',)",45.0,"('came', 'saturday')",39,"('server', 'brought', 'us')",9.0
2942,"('sleek',)",45.0,"('just', 'try')",39,"('really', 'good', 'well')",9.0
2943,"('burn',)",45.0,"('server', 'took')",39,"('go', 'back', 'sometime')",9.0
2944,"('staffs',)",45.0,"('call', 'ahead')",39,"('one', 'good', 'thing')",9.0
2945,"('wooden',)",45.0,"('restaurant', 'go')",39,"('good', 'crab', 'rangoon')",9.0
2946,"('510',)",45.0,"('try', 'ramen')",39,"('food', 'amazing', 'service')",9.0
2947,"('origami',)",45.0,"('bite', 'eat')",39,"('quite', 'put', 'finger')",9.0
2948,"('hula',)",45.0,"('times', 'since')",39,"('food', 'can', 'get')",9.0
2949,"('kidding',)",45.0,"('time', 'since')",39,"('sushi', 'place', 'tampa')",9.0
2950,"('cajun',)",45.0,"('clean', 'nice')",38,"('decent', 'amount', 'fish')",9.0
2951,"('bluefin',)",45.0,"('still', 'come')",38,"('rolls', 'also', 'good')",9.0
2952,"('vacation',)",44.0,"('portion', 'small')",38,"('will', 'give', 'place')",9.0
2953,"('noticeable',)",44.0,"('well', 'priced')",38,"('sushi', 'sushi', 'bar')",9.0
2954,"('cents',)",44.0,"('hour', 'wait')",38,"('fried', 'soft', 'shell')",9.0
2955,"('placing',)",44.0,"('everything', 'pretty')",38,"('giving', 'place', 'three')",9.0
2956,"('cashew',)",44.0,"('good', 'fried')",38,"('food', 'good', 'portions')",9.0
2957,"('phones',)",44.0,"('food', 'options')",38,"('came', 'pretty', 'quick')",9.0
2958,"('630',)",44.0,"('music', 'playing')",38,"('roll', 'tuna', 'avocado')",9.0
2959,"('sketchy',)",44.0,"('make', 'food')",38,"('come', 'back', 'anytime')",9.0
2960,"('manage',)",44.0,"('im', 'willing')",38,"('smoked', 'salmon', 'cream')",9.0
2961,"('plated',)",44.0,"('like', 'see')",38,"('thought', 'sushi', 'good')",9.0
2962,"('scoops',)",44.0,"('special', 'good')",38,"('like', 'place', 'lot')",9.0
2963,"('separated',)",44.0,"('super', 'busy')",38,"('food', 'came', 'different')",9.0
2964,"('executed',)",44.0,"('thought', 'place')",38,"('shell', 'crab', 'appetizer')",8.0
2965,"('firecracker',)",44.0,"('lets', 'just')",38,"('one', 'thing', 'dont')",8.0
2966,"('secret',)",44.0,"('okay', 'place')",38,"('sushi', 'seemed', 'like')",8.0
2967,"('eatery',)",44.0,"('japanese', 'style')",38,"('appetizers', 'pretty', 'good')",8.0
2968,"('international',)",44.0,"('sitting', 'sushi')",38,"('ok', 'dont', 'think')",8.0
2969,"('bargain',)",44.0,"('steamed', 'rice')",38,"('find', 'great', 'sushi')",8.0
2970,"('unexpected',)",44.0,"('nigiri', 'good')",38,"('nothing', 'bad', 'say')",8.0
2971,"('tossed',)",44.0,"('expect', 'sushi')",38,"('id', 'definitely', 'order')",8.0
2972,"('turning',)",44.0,"('order', 'anything')",38,"('however', 'food', 'just')",8.0
2973,"('wipe',)",44.0,"('best', 'worst')",38,"('really', 'go', 'wrong')",8.0
2974,"('lesson',)",44.0,"('rest', 'food')",38,"('overall', 'great', 'place')",8.0
2975,"('830',)",44.0,"('will', 'better')",38,"('portion', 'size', 'pretty')",8.0
2976,"('boss',)",44.0,"('decent', 'experience')",38,"('nothing', 'get', 'excited')",8.0
2977,"('rolling',)",44.0,"('food', 'worth')",38,"('vegetables', 'fried', 'rice')",8.0
2978,"('radish',)",44.0,"('easy', 'get')",38,"('far', 'im', 'concerned')",8.0
2979,"('halfway',)",44.0,"('eat', 'dinner')",38,"('quite', 'bit', 'food')",8.0
2980,"('itd',)",44.0,"('pleasant', 'experience')",38,"('let', 'preface', 'saying')",8.0
2981,"('temp',)",44.0,"('fresh', 'food')",38,"('place', 'wasnt', 'bad')",8.0
2982,"('napkin',)",44.0,"('wasnt', 'horrible')",38,"('speak', 'english', 'well')",8.0
2983,"('eve',)",44.0,"('menu', 'looked')",38,"('somewhere', 'else', 'next')",8.0
2984,"('swanky',)",44.0,"('doesnt', 'make')",38,"('nice', 'wait', 'staff')",8.0
2985,"('aint',)",44.0,"('noodles', 'chicken')",38,"('place', 'decided', 'give')",8.0
2986,"('aki',)",44.0,"('ever', 'since')",38,"('really', 'liked', 'food')",8.0
2987,"('exceptionally',)",44.0,"('say', 'im')",38,"('take', 'long', 'get')",8.0
2988,"('fridge',)",44.0,"('food', 'finally')",38,"('return', 'try', 'sushi')",8.0
2989,"('theater',)",44.0,"('really', 'cant')",38,"('long', 'time', 'arrive')",8.0
2990,"('peking',)",43.0,"('didnt', 'finish')",38,"('service', 'always', 'friendly')",8.0
2991,"('adjust',)",43.0,"('soup', 'also')",38,"('good', 'service', 'can')",8.0
2992,"('730',)",43.0,"('good', 'luck')",38,"('definitely', 'worth', 'money')",8.0
2993,"('approached',)",43.0,"('menu', 'extensive')",38,"('didnt', 'go', 'well')",8.0
2994,"('push',)",43.0,"('sushi', 'appetizers')",38,"('chow', 'kueh', 'teow')",8.0
2995,"('dude',)",43.0,"('1520', 'minutes')",38,"('need', 'find', 'new')",8.0
2996,"('tops',)",43.0,"('service', 'server')",38,"('rice', 'spicy', 'tuna')",8.0
2997,"('d',)",43.0,"('pickled', 'ginger')",38,"('sushi', 'chefs', 'nice')",8.0
2998,"('terrific',)",43.0,"('really', 'well')",38,"('good', 'volcano', 'roll')",8.0
2999,"('kbbq',)",43.0,"('super', 'excited')",38,"('good', 'really', 'liked')",8.0
3000,"('chashu',)",43.0,"('youre', 'mood')",38,"('nice', 'service', 'slow')",8.0
3001,"('class',)",43.0,"('lot', 'variety')",38,"('prix', 'fixe', 'menu')",8.0
3002,"('toilet',)",43.0,"('come', 'around')",38,"('dont', 'get', 'much')",8.0
3003,"('koto',)",43.0,"('however', 'one')",38,"('thing', 'can', 'say')",8.0
3004,"('yuzu',)",43.0,"('will', 'update')",38,"('fresh', 'well', 'made')",8.0
3005,"('created',)",43.0,"('waited', '15')",38,"('sushi', 'pad', 'thai')",8.0
3006,"('boats',)",43.0,"('sushi', 'dishes')",38,"('good', 'deal', 'can')",8.0
3007,"('amongst',)",43.0,"('couple', 'months')",38,"('theyre', 'open', 'late')",8.0
3008,"('unappetizing',)",43.0,"('liked', 'food')",38,"('least', '30', 'minutes')",8.0
3009,"('spoons',)",43.0,"('one', 'dish')",38,"('service', 'little', 'bit')",8.0
3010,"('sips',)",43.0,"('special', 'menu')",38,"('back', 'try', 'chinese')",8.0
3011,"('garage',)",43.0,"('food', 'think')",38,"('long', 'time', 'ago')",8.0
3012,"('proteins',)",43.0,"('luke', 'warm')",38,"('got', 'sushi', 'rolls')",8.0
3013,"('amazingly',)",43.0,"('ive', 'couple')",38,"('soup', 'spicy', 'tuna')",8.0
3014,"('rack',)",43.0,"('came', 'late')",38,"('happy', 'hour', 'can')",8.0
3015,"('patience',)",43.0,"('lot', 'places')",38,"('service', 'still', 'good')",8.0
3016,"('895',)",43.0,"('bit', 'everything')",38,"('good', 'specialty', 'rolls')",8.0
3017,"('salsa',)",43.0,"('really', 'taste')",38,"('just', 'wanted', 'get')",8.0
3018,"('asks',)",43.0,"('get', 'water')",38,"('back', 'good', 'food')",8.0
3019,"('awkwardly',)",43.0,"('large', 'portion')",38,"('enough', 'go', 'back')",8.0
3020,"('someones',)",43.0,"('back', 'came')",38,"('never', 'came', 'check')",8.0
3021,"('tomo',)",43.0,"('presentation', 'food')",38,"('3', 'rolls', '2')",8.0
3022,"('services',)",43.0,"('roll', 'spider')",38,"('give', 'place', 'stars')",8.0
3023,"('honor',)",43.0,"('ive', 'found')",38,"('several', 'times', 'past')",8.0
3024,"('package',)",43.0,"('way', 'come')",38,"('spicy', 'tuna', 'wasnt')",8.0
3025,"('killed',)",43.0,"('waiter', 'nice')",38,"('staff', 'really', 'friendly')",8.0
3026,"('galbi',)",43.0,"('now', 'food')",38,"('ordered', 'wrong', 'things')",8.0
3027,"('doma',)",43.0,"('ive', 'definitely')",38,"('thought', 'food', 'good')",8.0
3028,"('indian',)",42.0,"('usually', 'good')",38,"('beef', 'chow', 'fun')",8.0
3029,"('hed',)",42.0,"('expensive', 'side')",38,"('id', 'say', 'place')",8.0
3030,"('equal',)",42.0,"('stir', 'fried')",38,"('didnt', 'really', 'impress')",8.0
3031,"('forgetting',)",42.0,"('times', 'service')",38,"('sat', '10', 'minutes')",8.0
3032,"('bags',)",42.0,"('fish', 'taste')",38,"('really', 'good', 'im')",8.0
3033,"('twist',)",42.0,"('green', 'salad')",38,"('45', 'minutes', 'get')",8.0
3034,"('welcomed',)",42.0,"('know', 'good')",38,"('bad', 'just', 'good')",8.0
3035,"('homemade',)",42.0,"('came', 'time')",38,"('first', 'time', 'like')",8.0
3036,"('pushed',)",42.0,"('wasnt', 'huge')",38,"('waited', '40', 'minutes')",8.0
3037,"('vast',)",42.0,"('good', 'decent')",38,"('3', 'stars', 'restaurant')",8.0
3038,"('shit',)",42.0,"('just', 'seems')",38,"('pad', 'se', 'ew')",8.0
3039,"('fave',)",42.0,"('reason', 'gave')",38,"('can', 'get', '2')",8.0
3040,"('tank',)",42.0,"('shrimp', 'crab')",38,"('didnt', 'like', 'sushi')",8.0
3041,"('skewer',)",42.0,"('want', 'order')",38,"('waitress', 'super', 'friendly')",8.0
3042,"('norm',)",42.0,"('including', 'tip')",38,"('bi', 'bim', 'bap')",8.0
3043,"('decoration',)",42.0,"('get', 'moneys')",38,"('clean', 'nicely', 'decorated')",8.0
3044,"('descriptions',)",42.0,"('rice', 'bit')",38,"('good', 'atmosphere', 'good')",8.0
3045,"('deepfried',)",42.0,"('back', 'forth')",38,"('love', 'sushi', 'dont')",8.0
3046,"('flagged',)",42.0,"('chance', 'try')",38,"('last', '3', 'times')",8.0
3047,"('crowds',)",42.0,"('chicken', 'broccoli')",38,"('customer', 'service', 'skills')",8.0
3048,"('buffalo',)",42.0,"('order', 'wrong')",38,"('nice', 'atmosphere', 'good')",8.0
3049,"('grain',)",42.0,"('open', 'late')",38,"('pretty', 'good', 'wouldnt')",8.0
3050,"('grabbing',)",42.0,"('presentation', 'nice')",38,"('reasonably', 'priced', 'lunch')",8.0
3051,"('bok',)",42.0,"('great', 'bad')",38,"('4', 'stars', 'place')",8.0
3052,"('choy',)",42.0,"('place', 'id')",38,"('made', 'eye', 'contact')",8.0
3053,"('yuck',)",42.0,"('different', 'kinds')",38,"('came', 'large', 'group')",8.0
3054,"('stupid',)",42.0,"('salt', 'pepper')",38,"('got', 'fried', 'rice')",8.0
3055,"('smothered',)",42.0,"('fish', 'ratio')",38,"('really', 'enjoy', 'sushi')",8.0
3056,"('mondays',)",42.0,"('menu', 'great')",38,"('service', 'great', 'atmosphere')",8.0
3057,"('530',)",42.0,"('loud', 'music')",38,"('really', 'love', 'place')",8.0
3058,"('current',)",42.0,"('return', 'try')",38,"('sushi', 'restaurant', 'reno')",8.0
3059,"('replied',)",42.0,"('sushi', 'actually')",38,"('just', 'ok', 'think')",8.0
3060,"('corrected',)",42.0,"('just', 'came')",38,"('just', 'average', 'service')",8.0
3061,"('seek',)",42.0,"('wasnt', 'overly')",38,"('also', 'lacked', 'flavor')",8.0
3062,"('craft',)",42.0,"('nice', 'presentation')",38,"('ordered', 'chicken', 'hibachi')",8.0
3063,"('houses',)",42.0,"('wasabi', 'ginger')",38,"('give', 'four', 'stars')",8.0
3064,"('contain',)",42.0,"('try', 'dishes')",38,"('good', 'thing', 'place')",8.0
3065,"('colors',)",42.0,"('listed', 'menu')",38,"('didnt', 'even', 'know')",8.0
3066,"('pics',)",42.0,"('huge', 'sushi')",38,"('cant', 'really', 'go')",8.0
3067,"('singapore',)",42.0,"('place', 'based')",38,"('roll', 'crab', 'rangoon')",8.0
3068,"('squeeze',)",42.0,"('skin', 'roll')",37,"('service', 'leaves', 'lot')",8.0
3069,"('nuts',)",42.0,"('especially', 'considering')",37,"('waited', 'another', '15')",8.0
3070,"('interaction',)",42.0,"('slightly', 'better')",37,"('main', 'course', 'ordered')",8.0
3071,"('smallest',)",42.0,"('like', 'get')",37,"('happy', 'hour', 'time')",8.0
3072,"('arrives',)",42.0,"('giving', 'us')",37,"('made', 'us', 'wait')",8.0
3073,"('jumbo',)",42.0,"('one', 'else')",37,"('3', 'sushi', 'chefs')",8.0
3074,"('escolar',)",42.0,"('took', '10')",37,"('lack', 'attention', 'detail')",8.0
3075,"('accidentally',)",42.0,"('sushi', 'next')",37,"('gon', 'na', 'lie')",8.0
3076,"('flying',)",41.0,"('rolls', 'looked')",37,"('pretty', 'good', 'decent')",8.0
3077,"('birthdays',)",41.0,"('restaurants', 'around')",37,"('hibachi', 'pretty', 'good')",8.0
3078,"('peanuts',)",41.0,"('might', 'just')",37,"('overall', 'wasnt', 'impressed')",8.0
3079,"('500',)",41.0,"('times', 'never')",37,"('didnt', 'tell', 'us')",8.0
3080,"('equivalent',)",41.0,"('best', 'food')",37,"('food', 'definitely', 'good')",8.0
3081,"('sections',)",41.0,"('rolls', 'fish')",37,"('rice', 'little', 'fish')",8.0
3082,"('coating',)",41.0,"('decent', 'quality')",37,"('hit', 'miss', 'times')",8.0
3083,"('narrow',)",41.0,"('place', '5')",37,"('reasonably', 'priced', 'good')",8.0
3084,"('superior',)",41.0,"('good', 'japanese')",37,"('come', 'back', 'one')",8.0
3085,"('10pm',)",41.0,"('extra', 'spicy')",37,"('lot', 'food', 'good')",8.0
3086,"('novelty',)",41.0,"('higher', 'end')",37,"('even', 'though', 'werent')",8.0
3087,"('downfall',)",41.0,"('couldnt', 'taste')",37,"('back', 'try', 'specialty')",8.0
3088,"('approach',)",41.0,"('price', 'great')",37,"('sushi', 'rolls', 'came')",8.0
3089,"('stepped',)",41.0,"('getting', 'sushi')",37,"('bowl', 'brown', 'rice')",8.0
3090,"('insisted',)",41.0,"('doesnt', 'really')",37,"('menu', 'pretty', 'extensive')",8.0
3091,"('chunk',)",41.0,"('get', 'take')",37,"('little', 'pricey', 'side')",8.0
3092,"('delivers',)",41.0,"('vegetable', 'roll')",37,"('downtown', 'st', 'pete')",8.0
3093,"('managers',)",41.0,"('decided', 'check')",37,"('happy', 'hour', 'think')",8.0
3094,"('cookies',)",41.0,"('roll', 'nothing')",37,"('good', 'portions', 'small')",8.0
3095,"('spanish',)",41.0,"('variety', 'menu')",37,"('didnt', 'live', 'expectations')",8.0
3096,"('substitute',)",41.0,"('chicken', 'chicken')",37,"('rolls', 'looked', 'like')",8.0
3097,"('category',)",41.0,"('food', 'delivered')",37,"('lunch', 'specials', 'sushi')",8.0
3098,"('risotto',)",41.0,"('get', 'go')",37,"('place', 'nice', 'clean')",8.0
3099,"('inspired',)",41.0,"('last', 'couple')",37,"('like', 'said', 'sushi')",8.0
3100,"('laugh',)",41.0,"('people', 'come')",37,"('sweet', 'eel', 'sauce')",8.0
3101,"('pair',)",41.0,"('ordered', 'edamame')",37,"('5', 'different', 'rolls')",8.0
3102,"('remarkable',)",41.0,"('overall', 'wasnt')",37,"('rolls', '8', 'pieces')",8.0
3103,"('swimming',)",41.0,"('isnt', 'much')",37,"('ordered', 'one', 'sushi')",8.0
3104,"('runny',)",41.0,"('like', 'chicken')",37,"('give', '4', '5')",8.0
3105,"('ruin',)",41.0,"('may', 'just')",37,"('id', 'probably', 'come')",8.0
3106,"('dropping',)",41.0,"('people', 'can')",37,"('3', 'stars', 'ive')",8.0
3107,"('canai',)",41.0,"('real', 'crab')",37,"('deal', 'can', 'eat')",8.0
3108,"('deciding',)",41.0,"('order', 'time')",37,"('bad', 'just', 'nothing')",8.0
3109,"('cwe',)",41.0,"('tried', 'one')",37,"('got', 'job', 'done')",8.0
3110,"('reliable',)",41.0,"('place', 'close')",37,"('put', 'soy', 'sauce')",8.0
3111,"('layer',)",41.0,"('need', 'get')",37,"('average', 'food', 'good')",8.0
3112,"('oz',)",41.0,"('ill', 'keep')",37,"('pretty', 'good', 'get')",8.0
3113,"('lemonade',)",41.0,"('rave', 'reviews')",37,"('ok', 'nothing', 'amazing')",8.0
3114,"('jokes',)",41.0,"('us', 'just')",37,"('can', 'get', 'good')",8.0
3115,"('kalbi',)",41.0,"('really', 'sure')",37,"('menu', 'next', 'time')",8.0
3116,"('unable',)",41.0,"('close', 'house')",37,"('salt', 'baked', 'chicken')",8.0
3117,"('drowned',)",40.0,"('first', 'two')",37,"('tasted', 'like', 'came')",8.0
3118,"('shops',)",40.0,"('left', 'hungry')",37,"('didnt', 'eat', 'much')",8.0
3119,"('accordingly',)",40.0,"('telling', 'us')",37,"('try', 'place', 'based')",8.0
3120,"('everyday',)",40.0,"('portions', 'large')",37,"('restaurant', 'can', 'get')",8.0
3121,"('jalapeos',)",40.0,"('menu', 'like')",37,"('place', 'wasnt', 'even')",8.0
3122,"('silly',)",40.0,"('really', 'wish')",37,"('10', 'minutes', 'waiter')",8.0
3123,"('standout',)",40.0,"('sushi', 'counter')",37,"('overall', 'dining', 'experience')",8.0
3124,"('updating',)",40.0,"('dish', 'came')",37,"('atmosphere', 'nice', 'service')",8.0
3125,"('compliment',)",40.0,"('came', 'friends')",37,"('ive', 'ever', 'tasted')",8.0
3126,"('roughly',)",40.0,"('place', 'open')",37,"('volcano', 'roll', 'good')",8.0
3127,"('stock',)",40.0,"('found', 'sushi')",37,"('good', 'service', 'pretty')",8.0
3128,"('rocks',)",40.0,"('togo', 'order')",37,"('half', 'way', 'meal')",8.0
3129,"('paint',)",40.0,"('thats', 'pretty')",37,"('really', 'worth', 'price')",8.0
3130,"('glance',)",40.0,"('tuna', 'tartare')",37,"('us', 'come', 'back')",8.0
3131,"('pet',)",40.0,"('anything', 'like')",37,"('soup', 'salad', 'fried')",8.0
3132,"('gras',)",40.0,"('probably', 'return')",37,"('40', 'minutes', 'food')",8.0
3133,"('moderate',)",40.0,"('good', 'probably')",37,"('food', 'good', 'atmosphere')",8.0
3134,"('dinning',)",40.0,"('roll', 'topped')",37,"('dont', 'know', 'can')",8.0
3135,"('preface',)",40.0,"('sushi', 'nashville')",37,"('good', 'just', 'ok')",8.0
3136,"('ac',)",40.0,"('know', 'youre')",37,"('salmon', 'tuna', 'rolls')",8.0
3137,"('busier',)",40.0,"('soho', 'sushi')",37,"('much', 'rice', 'enough')",8.0
3138,"('redeeming',)",40.0,"('dont', 'seem')",37,"('just', 'didnt', 'want')",8.0
3139,"('mikimotos',)",40.0,"('mediocre', 'service')",37,"('came', 'can', 'eat')",8.0
3140,"('midwest',)",40.0,"('going', 'sushi')",37,"('seemed', 'pretty', 'fresh')",8.0
3141,"('definite',)",40.0,"('people', 'just')",37,"('large', 'sushi', 'bar')",8.0
3142,"('levels',)",40.0,"('hostess', 'stand')",37,"('appetizer', 'pretty', 'good')",8.0
3143,"('furniture',)",40.0,"('salad', 'just')",37,"('slow', 'slow', 'slow')",8.0
3144,"('features',)",40.0,"('sashimi', 'nigiri')",37,"('dont', 'know', 'im')",8.0
3145,"('calm',)",40.0,"('roll', 'crab')",37,"('waited', 'ten', 'minutes')",8.0
3146,"('cafeteria',)",40.0,"('food', 'brought')",37,"('sushi', 'rolls', 'can')",8.0
3147,"('tai',)",40.0,"('food', 'prices')",37,"('sushi', 'la', 'carte')",8.0
3148,"('verdict',)",40.0,"('still', 'go')",37,"('waitress', 'nice', 'attentive')",8.0
3149,"('lead',)",40.0,"('first', 'round')",37,"('decent', 'selection', 'sushi')",8.0
3150,"('hung',)",40.0,"('benefit', 'doubt')",37,"('sushi', 'places', 'tampa')",8.0
3151,"('insane',)",40.0,"('really', 'care')",37,"('took', 'forever', 'take')",8.0
3152,"('t',)",40.0,"('couldnt', 'tell')",37,"('time', 'went', 'got')",8.0
3153,"('quicker',)",40.0,"('think', 'one')",37,"('dont', 'know', 'didnt')",8.0
