"","business_id","text","topi"
"438","4KbpvwrCVjL8t1g_pOUndQ","They no longer give stamped frequent buyer cards :( Ugh :(",1
"439","4KbpvwrCVjL8t1g_pOUndQ","Don't know about the sushi except the California roll, which was just okay. The Deluxe Bento is a waste of money. Mostly lettuce and white rice. Tempura isn't made with real tempura batter. Not sure what kind of sauce on meat. For sure not teriyaki. In a word, 'yuck!'",2
"440","y9MxM_-xjrQWD0WUnf_1jw","I had the Beef Teriyaki ($6.45) which I found to ve an adequate portion and very tasty. The meal came w a soup and bowl of rice.",1
"441","y9MxM_-xjrQWD0WUnf_1jw","Gotta try the new Spicy Dragon sushi roll.  Awesome.",2
"442","HV7AHORTkLqIfhR-tpRmzg","Great lunch special with 2 small rolls, soup (clear or miso), and salad with a really tasty ginger-y dressing, $8.95!",1
"443","HV7AHORTkLqIfhR-tpRmzg","The guy waiter is a stage 5 lingerer... I can't go here without being thoroughly creeped out and scared he might sit down next to me to share my meal.",2
"444","AcvTfzjZ7Kw42HF5ew-Bpg","The octopus is very fresh, I'm told. My favorite to drink: the plum tea, with real plum in it.",1
"445","AcvTfzjZ7Kw42HF5ew-Bpg","This local Korean Sushi restaurant also has some good Korean dishes to supplement the great Sushi.  Simple decor adds authenticity.",2
"446","kowjqBtDYJ71WINgxjWauw","Mmmmm mmmmm mmmmm mmmmm mmmmmmm",1
"447","kowjqBtDYJ71WINgxjWauw","Late night sushi special starting at 8:30!",2
"448","tngXF4K4cojGHn-4PUpBLQ","Its not a place to be especially if you drop glass by accident and get sucker punched by a regular who was ordered by a manager to do so. The bouncers doesn't protect the customers so bring your weapon or bullet proof vest just in case and go with a group of your friends.",1
"449","tngXF4K4cojGHn-4PUpBLQ","Do you enjoy really loud, yet adjustable, music with a tiny potential of the system glitching, as well as small laser lights dancing and bouncing on the walls into your eyes, while eating somewhat salty, somewhat mediocre food, but yet mysteriously satisfying when the adrenaline of singing the latest songs and drinking the drinks hits your system, all the while having the aggressively helpful service interrupting you every ten minutes?",2
"450","F-c7uFx2dsncXXJrgMXKyw","Food was wonderful, place was packed with patrons , wait was very short.",1
"451","F-c7uFx2dsncXXJrgMXKyw","Delicious, great price, fast service and nice atmosphere",2
"452","ff0fdH-WKmY7WQgLtLkmKw","$10 speciality rolls from 5-8pm Mon-Thurs!",1
"453","ff0fdH-WKmY7WQgLtLkmKw","Hands down, Absolutely incredible. So fresh! Loved the dragon roll.",2
"454","MaTHSI-lt2xS8CHs8up7NQ","Don't let the fact that Ken's looks like it's located in an old Denny's prevent you from checking it out! Awesome place with great service!",1
"455","MaTHSI-lt2xS8CHs8up7NQ","Heard the sad news- Ken's will permanently close this coming Wednesday :(",2
"456","TAuGNUCQ00CVPfCzsFipXg","Absolutely awful. Low quality ingredients. Instant indigestion. Avoid at all costs. 

Ate lunch here today with a friend. Service was fine. Chicken katsu rice bowl tasted terrible. I feel sick. I wish I'd sent it back to the kitchen instead of doling out cash for it. Meat tasted low-grade, it wasn't fresh and had zero flavor.",1
"457","TAuGNUCQ00CVPfCzsFipXg","Love this place. Gotta get my sushi fix in this weekend. The best selection of specialty rolls in town!!! Love the shrimp spring rolls too! YUM!!!",2
"458","ft6I8fOrKQtVdM_trVXk8A","Good miso!  Nice ambience. Friendly waiter. Eggplant dengaku. OMG. Beef yakisoba.  OMG!",1
"459","ft6I8fOrKQtVdM_trVXk8A","Get their Poke Salad! Definitely my favorite poke salad in the city!",2
"460","Yaa51ahTGik2qUkSTe-uIg","Closed Monday.  Very nice lunch menu Tuesday - Friday $8.50-$14.75",1
"461","Yaa51ahTGik2qUkSTe-uIg","We love the sushi, pork fried rice and the crab Rangoon",2
"462","r_Szx6AwqKE_wgjS5duShw","The Green Tea ~ Wow! The red bean & green tree ice cream ~ with fried bananas ~",1
"463","r_Szx6AwqKE_wgjS5duShw","Been craving volcano rolls all week ! Best sushi and Japanese food around ! My belly is going to be so happy :]",2
"464","bn2jWrB_aXdQP4YoyUVVIQ","Amazing Korean spot! Delicious, flavorful warm dishes and nice ambiance.",1
"465","bn2jWrB_aXdQP4YoyUVVIQ","They have late night happy hour with cheaper drinks and food from a select menu. Starts at 9 on saturdays.",2
"466","QlC0wdl3pIWnigTR4vDzVQ","Awesome sushi, great service, excellent prices!  Also deliver and have bubble tea. SOLD!",1
"467","QlC0wdl3pIWnigTR4vDzVQ","Scallion pancake is the best I've had in a long long time.",2
"468","Ubifk_PwiUXPEGNs1V0B_Q","Wasabi special, Washington Ave, shrimp tempera and the yummy roll. My four favorite rolls, they're absolutely delicious.",1
"469","Ubifk_PwiUXPEGNs1V0B_Q","Always fresh sushi and large menu options. Nice atmosphere and location in Kirkwood.",2
"470","lUHztzYjhD743ZuOQvgyMg","Miyabi is my go-to sushi place. Best sushi in center city, hands down!",1
"471","lUHztzYjhD743ZuOQvgyMg","The sweetened iced green tea was amazing! I will definitely be going back for it!",2
"472","mYLrscwJfSJIlEyN57Lh6w","Pad Thai and sushi is phenomenal. It's worth the wait ! Call ahead and get a drink while your waiting ! Best sushi in the area",1
"473","mYLrscwJfSJIlEyN57Lh6w","Very loud",2
"474","VrcIYAsfBknPDpiuzKZ3Ug","Get the sushi regular.  A great assortment of fresh raw fish on rice and well worth the 12 dollar tag.",1
"475","VrcIYAsfBknPDpiuzKZ3Ug","Best sushi i ever had. Completely authentic hard to find (located above H-Mart) gem.",2
"476","Adk7onX_5mfD_HWmUEAhmA","Love their chicken yaki soba and edamame! And their server Kelly is awesome!",1
"477","Adk7onX_5mfD_HWmUEAhmA","There are daily specials written on a board as you enter the restaurant.",2
"478","T72tpiOTqLPOwuXTgDWxnQ","Excellent service , they let us in at 945 & closes at 10 :) Fresh sushi , ty!",1
"479","T72tpiOTqLPOwuXTgDWxnQ","FABULOUS LUNCH Special Prices!!!!!! Hard to Believe, especially for Filet Mignon & New York Strip!",2
"480","wSacmuwjiNWEgyfqtIroHg","Good local sushi bar with great service, and newly renovated dining area!",1
"481","wSacmuwjiNWEgyfqtIroHg","Always 10/10 and our server Kyle amazing",2
"482","0OJ6J4AoqpxjwQPp159lcg","Unique sushi rolls, not found anyplace else. Restaurant can be extremely noisy, so might want to dine on patio instead. Live weekend music starting at 7:30, and music is piped in on the patio for guests to enjoy there as well.",1
"483","0OJ6J4AoqpxjwQPp159lcg","Unlike a previous tip mentioned, I've NEVER seen them charge for wasabi.  I can't speak to the idea that they may do so for extra wasabi.",2
"484","Gct3uOU_X6_LJkoHbKCOLA","Yummy. See Photos. Food was excellent. Tuesday is $1 Sushi. We will be back.",1
"485","Gct3uOU_X6_LJkoHbKCOLA","Great Thai & sushi! Super friendly service!",2
"486","COIf71Hw6UaLqSNrT22CDQ","Try the bento box lunch special for a quick meal.",1
"487","COIf71Hw6UaLqSNrT22CDQ","Jjampong (spicy seafood udon) is simply awesome. Lots of seafood, good flavor, and just the right amount of heat. 
Must try!!!",2
"488","6n1m1XaSqZcGsBUige13rA","Get the galbi (marinated short ribs) at a charcoal grill table.  If you are feeling adventurous, they also have silk worms, which should be washed down with plenty of Hite.",1
"489","6n1m1XaSqZcGsBUige13rA","FYI they've increased the price of the all you can eat BBQ BUT they took away the pancake and Jap Che. Honestly it's not a good value anymore was the only reason I came here",2
"490","JOU22FJLIZNsYRymOMnfkg","Very tasty bowl - but beware, the spicy tuna isn't what you might expect....meaning instead of traditional  poke (small cubes), what they serve is more like minced ahi, almost like a tuna salad.  Tasty, but disappointing",1
"491","JOU22FJLIZNsYRymOMnfkg","My hibachi was superb. My friends loved the build your own poke.",2
"492","7xckZSLRWf5uf3L1IsF1Kg","This is my favorite chinese place
Very welcoming and really comfy.
Ask for a green tea pot when you first come in. And they will take care of the rest :)",1
"493","7xckZSLRWf5uf3L1IsF1Kg","Bad customer service! Server don't even recognize what they have in the menu and the server don't speak English! Do not go in to this place cause they use a lot msg on the food preparation. Not worthy",2
"494","IaZ6PfaFXwiURCXKm1uu2Q","Very friendly and tasty - especially the Red Dragon! Highly recommended.",1
"495","IaZ6PfaFXwiURCXKm1uu2Q","yummmy try Bo Kho with Udon noodles!! (must request it first!!!)",2
"496","dfP7vEVqcgFWmObIInwFzA","Service lil slow but food taste great. Very quiet spot, no free refill sucks. I had the ginger chicken it was great and big portion",1
"497","dfP7vEVqcgFWmObIInwFzA","Beef w/ Broccoli lunch special- right price and quality! We will be back!",2
"498","sGF1JBcdKblUHZ_jtMANLA","Plum wine, spicy grilled squid, jalapeño roll, prices, free dessert, great service.",1
"499","sGF1JBcdKblUHZ_jtMANLA","This is an amazing sushi Restaraunt. Very friendly and the food is absolutely delicious! Resonably priced and when most sushi places have 5-6 pieces a roll, here it's varies from 8-12! I love that. I have tried ALL sushi in the Madison county area and this is by far my favorite right now. Shogun is runner up but I spend $120 a visit compared to $50 at Sushi Tatsu and I'm getting more food. MUST EAT! Favorite roll is jalapeño roll but haven't tried them all....yet!",2
"500","AZ5sk4X3LQ5BNLxeGPaddw","Friendly staff! Free, warm sake!",1
"501","AZ5sk4X3LQ5BNLxeGPaddw","This is the best sushi spot in Philly! Hands down. Worth every penny",2
"502","sYA8jpR7Op9IfjVDoI0DTw","Don't make the mistake I did and try to show up Sunday. They are closed",1
"503","sYA8jpR7Op9IfjVDoI0DTw","Don't bother, sushi is bland, service is slow.  The only thing it has going for it is, it's cheap.",2
"504","cLINhUiLm2Q2H3kKYKJxyw","Delicious, fresh sushi is made here by an incredible chef. Try it all, but don't miss the cucumber salad. The dressing is AMAZING!!",1
"505","cLINhUiLm2Q2H3kKYKJxyw","I like raw fish! Seriously, this place has the best sushi in the Hermitage/Mt Juliet area, if not Tennessee.",2
"506","mXR44pGgOvbnkMWJp6nRnw","Offering a delicious price fixed lunch menu during the month of August. Three courses for $20.",1
"507","mXR44pGgOvbnkMWJp6nRnw","Sit at the bar with Gretta, who makes a MEAN Ginger Martini!",2
"508","8r_n8JdKQ0gePm2neSkL7A","The Free Cali roll offer isn't valid. They don't know who posted the offer. Weird!",1
"509","8r_n8JdKQ0gePm2neSkL7A","After being not too long regular the girls and management here seem to know my order in my voice on the phone which is very helpful and I appreciate... Part of why I like to live in a smaller local area. With so many college students around I appreciate that they seem to notice at all what I order and who I am. Also treat my service dogs and me with respect. Thank you guys",2
"510","DzBKbK7SvIi2lh0rsYUkhg","50% off sushi when you dine in, everyday!  Amazing hibachi at reasonable prices!",1
"511","DzBKbK7SvIi2lh0rsYUkhg","Worst service I've ever experienced",2
"512","mYLDeVTtmyxPErxPzIUDQA","Not a huge sushi eater but the lobster mango rolls here are unbelievably good!!  Good atmosphere too!",1
"513","mYLDeVTtmyxPErxPzIUDQA","Everyone was very kind and service was fast! Sushi was fresh and delicious.",2
"514","md71mn5LDr-QyjqiJNET-Q","Best of the three! Our favorite sushi spot in Reno. So good we come once a week! Patty the manager is devine! Tip: muscles are a melt in your mouth appetizer",1
"515","md71mn5LDr-QyjqiJNET-Q","Great customer service!! The guys preparing our sushi were funny, friendly and knowledgeable.  Best quail egg shooter in town! Will definitely be back!",2
"516","CvXuklDLTDi14PbNAPvW1g","Haemul Soon Tofu (Seafood Silk Tofu Stew) is fabulous!!",1
"517","CvXuklDLTDi14PbNAPvW1g","They have to go...didnt know that...small place very busy...great food!! Closed between 3-5",2
"518","RTSlCdSGWJZy0SjTaWsMtQ","Rolls, service and prices were good!",1
"519","RTSlCdSGWJZy0SjTaWsMtQ","$1.00 sushi on Monday and Tuesday",2
"520","cJ_sT_0cHrAP5SgKJDpSnQ","Chef Daniel and chef Justin are the best team ever",1
"521","cJ_sT_0cHrAP5SgKJDpSnQ","We were celebrating two birthdays and had a variety of ""all you can eat"" sushi rolls that were outstanding!!!! Just Fi It!",2
"522","C7ANpBbkQq4ZICSbZiiHlw","Love thIs place,  second to Island Way Grill, where are u? Did u move?",1
"523","C7ANpBbkQq4ZICSbZiiHlw","Before 3pm they have a lunch special. 2 Rolls miso soup and salad for only $9.50.",2
"524","8pKHyTeLC6vsGiLTQ9eSeQ","Avoid the miso and the teriyaki as they have barely any flavor at all. Very, very bland. And the teriyaki really just doesn't come with hardly any meat, for the price it's just not worth it.",1
"525","8pKHyTeLC6vsGiLTQ9eSeQ","Looks GREAT in here! Good music, full bar. Awaiting our food. Happy to have a sushi restaurant in our hood... But it'll take a lot to keep us away from Sono Bana on Orchard!",2
"526","rmQHRSJinTTsP8EerpdChA","Crab Rangoon sushi roll hands down my fav! To do: darts, shuffleboard, big Jenga, lots of Tvs. Big tower beers, beer burgers and sushi!",1
"527","rmQHRSJinTTsP8EerpdChA","What a joke. Playing 80s music on a Saturday college football day. Killed the atmosphere. Play a game, any game!!!",2
"528","rNxrlRBeMYsIZiGBJCnNaQ","BAD attitude to customers. I used to come here a lot but there was once that the lettuces wrap served become very less even not enough for wrapping two lettuces. I told this to the manager (mid-age male). He told me it was the same serving amount as always without really listening to me and he suddenly left when I was still talking to him. I was shocked by how he reacted to customer's kind suggestions. His reaction was even not close to be polite! This is the place I will never go ever!",1
"529","rNxrlRBeMYsIZiGBJCnNaQ","Take out is awful. Shouldn't take 40 minutes to get wonton soup, 2 tuna rolls.",2
"530","2r3-fBAvSsljWrDLXkiHiw","Get the ahi sauce on your base and your ahi!!",1
"531","2r3-fBAvSsljWrDLXkiHiw","Employee was not wearing a mask and multiple customers came in to order not wearing masks either. No signage about the requirement of masks. Very disappointing.",2
"532","0ZeGH15LV98FuijA1XrWoA","lunch: M-F 11:30-2:30 Sat. 12:00-3:00 Dinner: 5:00-10:00 and 10:30 Fri and Sat CLOSED SUNDAY",1
"533","0ZeGH15LV98FuijA1XrWoA","Vegan tips: The soups are supposedly made with a special paste made from fish. There's veggie sushi rolls per usual (ex. cucumber roll, vegetable roll), some tofu dishes, but there is plenty of options though, just ask your waiter!!",2
"534","HzHgn4BrQLnqDyFQseZ6Dg","My boyfriend and I stopped in for a quick lunch and they wouldn't let us eat there because he was wearing a (nicer) tank top. Sad to think they would rather lose out on money than allow us to eat there. And, the server who told us we couldn't stay told us from across the restaurant so everyone else dining in could hear. SO RUDE.",1
"535","HzHgn4BrQLnqDyFQseZ6Dg","Please don't bring your kids here. It's just not very kid friendly. It's very small and noise travels easily. Maybe if you can guarantee your child won't throw a fit or yell or throw things across the table, but who can really promise that. Kids will be kids and small sushi bars are not really the best place for them.",2
"536","DyIO3iCiYaREeSh4ypik8A","A definite gem here in South Tampa. Never a disappointing experience. From take-out, lunch to dinner.

Fresh seafood, ingredients & extreme attention to detail right down to the lighting w/ the exception of the music.

Official Website: foodcriticusa.com

#FoodCritic #TourismCritic @lreiley @TravelChannel @FoodNetwork @BravoTV @DiscoveryChannel @VSPC @TBBJTourism #Florida #Tourism @FCUSA #FoodCriticUSA

Photo by: Food Critc USA ® | ©2014 All Rights Reserved. Food Critic USA®, LLC",1
"537","DyIO3iCiYaREeSh4ypik8A","The owner is horrible.  The last time we were here the cook as opposed to Hibachi chef did not speak nor do any of the cool tricks my son was expecting.  he yelled at my son for not answering quickly enough because he was hard to understand.  I refused to come back unless the chef we usually had was working.  I called to make a reservation .We arrived on time and was told it would be 15 minutes then it was another 15 minutes.  And they are RUDE. The food tough and place not that clean.",2
"538","8rIrPv5dq77fOTVgDgx6jg","Cascades American Cafe and Wasabi's are located in same place....",1
"539","8rIrPv5dq77fOTVgDgx6jg","Bottom line, quality and selection don't match the overpricing. Save your money and eat BBQ instead",2
"540","xv_U__GI9gmzKIHT_TANnw","Loved this place. Sat in the bar to watch game and chow down.   Hoshun's Treasure Roll, Pad Thai, and Coconut Curry Soup are all amazing.",1
"541","xv_U__GI9gmzKIHT_TANnw","Night service sucks here. EVERY time I've patronized this restaurant after10 pm the host has been rude. Inexcusable to me us NOT giving proper change for a takeout order and demeaning me when I requested proper change.  I've visited the restaurant during the daytime, but NEVER with the same results.",2
"542","THn1r4TJ17-OBX7yOwrSnA","You might miss the crazy lunch crowd if you wait until 2pm!",1
"543","THn1r4TJ17-OBX7yOwrSnA","Try not to go right around lunchtime. Everyone goes then, and you might not find seating. Also, don't be afraid to ask for whatever kind of sauce you want. They're very generous with it! I suggest yum yum sauce.",2
"544","z6HgTWokZSpvsMhqukUCow","Great food and awesome service!  We will be back!",1
"545","z6HgTWokZSpvsMhqukUCow","You can make a reservation for a high top in the bar for happy hour - which is 4:30 -7:00p

$2 off all drinks",2
"546","u19T9XKma19tc4EBzivqRA","All day daily happy hour menu!  Now, it's salmon avocado roll for $3. Calamari for $2.75. :)",1
"547","u19T9XKma19tc4EBzivqRA","Pleasantly surprised! My wife and I went in there on a Sat night expecting to pay a fortune to have little portions like we've heard.  It was actually the opposite.  They had pretty good specials going on with $3 rolls and a special on blue moon.  We shared a meal and were stuffed! We'll be back!",2
"548","A3P0BQ10fhjmR2skHKNOkQ","Impressive for a strip mall sushi spot!",1
"549","A3P0BQ10fhjmR2skHKNOkQ","Very good very fresh. Great service. I'd go again",2
"550","FXUvbpIGhs1uUwzhu9kXPw","50% off menu. Byob. We went around 7 on a Saturday, got seated right away. Tried miso soup, cali, salmon avocado, white tiger, and sashimi rolls. Parking lot is weird and outside looks sketchy but as soon as you walk in the ambiance changes. Will def be going back.",1
"551","FXUvbpIGhs1uUwzhu9kXPw","Delicious fairly priced sushi and comfortable environment inside.",2
"552","ZpQs6ICV63NwLrTO9kNHAA","Fool was fantastic and service exceptional. Easy in and out. Recommend",1
"553","ZpQs6ICV63NwLrTO9kNHAA","$3 sushi nights are the best! Try the tempura roll and ask for the yum yum sauce.",2
"554","K_s-9Wd6vXSfnxYFzhE0Kw","Great lunch special options. Sushi and service are great.",1
"555","K_s-9Wd6vXSfnxYFzhE0Kw","Tremendous value. Plenty of fish inside every roll.",2
"556","Zx-dx9e4Hp-mpDV1JbhEwg","Lunch buffet Monday to Friday from 11am  to 2pm at $11.95 is worth it! Parking validation costs $1 (for parking at the lot across from the restaurant).",1
"557","Zx-dx9e4Hp-mpDV1JbhEwg","Bit of a funky smell when I walked in. Friendly staff and brought me free egg roll. Tasted very good - no disappointment here.",2
"558","nNlZsWbbGG2sfUZpVOxWIQ","Omg!! Our third time to eat here and we still are in love.  This is truly one of the best restaurants...period.  Waitress Turtle and Chef Kay are amazing.  We love the steak app, the sausage app and everything else for that matter. Also tried the eggplant jewl and it rocks. We make trips from Miami just to eat here.",1
"559","nNlZsWbbGG2sfUZpVOxWIQ","Mix the jalapeño jewl with the eggplant and tomato jewl for a trifecta of deliciousness for your sticky rice.  I think we ate our body weight in these little delites.  Thanks for another great meal.",2
"560","IFFuw9ZIzpcWSqu2OHmjZA","Don't be surprised by the first series of closed glass windows keep walking straight",1
"561","IFFuw9ZIzpcWSqu2OHmjZA","I love love love tampopo! Try the bibimbob or the bento boxes. Spicy chicken beef and tofu are all awesome. And its not expensive. Then next door (if you dont get delivery) try the pop-shop where you can get a creative flavored popsicle!!",2
"562","KzMgip1V94YCTsU-H6vtFQ","Half price sushi on mondays and Wednesday's from 5-7pm",1
"563","KzMgip1V94YCTsU-H6vtFQ","Great sushi and service on opening night. Definitely will be stopping by again.",2
"564","yWk13ePLz5VupvE1OdvmCQ","Fail! If you can overcome the terrible service, the food here is actually good.",1
"565","yWk13ePLz5VupvE1OdvmCQ","Chef was really rude and the waitress didn't even asked if we wanted a drink. Sushi 7 SUCK!",2
"566","buPs3iWmdUBzJ8RTsR9hJA","Absolutely awesome Thai food.  Love the garlic and black pepper chicken!",1
"567","buPs3iWmdUBzJ8RTsR9hJA","Further West than I typically go from Town and Country, but well worth the trip to eat Steve's Roll and Skyline Roll.",2
"568","w4Lou-zDre4UdsKZObrz3g","This was good! We had miso soup & edamame to start. Then 3 different sushi rolls, All of them were delicious!  Then coffee and Cookie Creme desert!  It has a modern atomsphere, but to me, the chairs were uncomfortable, metal & wood.  Oishi Sushi is just as good w traditional decor.",1
"569","w4Lou-zDre4UdsKZObrz3g","Sadly H20 is closed. Thanks for the awesome sushi & memories.  We miss this spot already!",2
"570","7YFRk0jPdApzMu55U7_yrA","Gluten Free - ask for brown rice for sushi (no vinegar added) and being your own soy sauce.",1
"571","7YFRk0jPdApzMu55U7_yrA","AMAZING! Salads are HUGE. Rolls we tried: OMG, Pink panther, Oh WOW, & Tuna madness. Honestly so amazing... Awesome BYO place...",2
"572","lsO4nMqeEPIT5QZ9jQ9G5g","Delish! Well worth the price shared 3 rolls plus steak & veggies! Very good flavor",1
"573","lsO4nMqeEPIT5QZ9jQ9G5g","Order some sweet doughs and vanilla ice cream. Dip the sweet doughs into the ice cream. And enjoy. Taste delicious together!",2
"574","DKyJMM2209QrTgclzoCUpw","Happy hour doesn't apply to takeout orders (even though that's not specified online), and apparently (according to two waitresses) if you dine in and take any of it home, that's considered takeout. Heads up! This place cannot be counted on to honor their special.",1
"575","DKyJMM2209QrTgclzoCUpw","I WILL NEVER GO THERE AGAIN! Found 3 flies inside the red top bottle of soy sauce at Cafe Mochi today 9/15/13 and the manager can only say its not their fault!?! As a ""restaurant manager"" it's your responsibility not to leave the soy sauce bottles outside all day long to get flies in them. Just because your so lazy to have them in the building and just take them out every time they are to be used!",2
"576","b5ba1QwIHJVPmHTGWNGCGw","You have to try the chateau roll add cream cheese. If you don't like it then don't eat here again because its the best thing they have. The snow crab naruto roll is good but the chateau roll is something you can't find anywhere else and is probably the best roll I've ever had.",1
"577","b5ba1QwIHJVPmHTGWNGCGw","It's not great tasting food, but it is hard to beat the prices during happy hour. The crunchy rolls taste more strongly of mayonnaise than crab and the sushi was overly warm. However, I was seated and ordered within five minutes and the tempura vegetables were good. Plus I got sushi for the price of a McDonalds meal.",2
"578","iVZ5Owx4RnOnkx02NvQ3nw","Bodeli is billed as an all-you-can-eat sushi restaurant, but suppose you don't see any prices. About 10 minutes into your smash and grab, six plates in, you see the prices on the back wall according to the color-coded plates and you panic. Did I just spend $20? Don't worry. If you're here for lunch, it's a fixed price of $12.95 no matter what you grab.",1
"579","iVZ5Owx4RnOnkx02NvQ3nw","You can ask the chef for more ginger and he'll give you a heaping pile of large cuts of fresh ginger!",2
"580","zoRMI9gH1q3RVCbp3c16GA","Closed today Dec. 29th. No sign posted about when they will reopen.",1
"581","zoRMI9gH1q3RVCbp3c16GA","This place is the best around! Don't miss the Fujiyama!!!",2
"582","2ukJ2tNmtWfHvpGjYMgVnA","I always enjoy my meals here... fresh tasty food and prices are not bad either!",1
"583","2ukJ2tNmtWfHvpGjYMgVnA","Great daily lunch special cant be beat! Fresh ginger dressing, fat rolls, good wine selection, friendly staff... By far my favorite sushi restaurant in Tampa.",2
"584","r6dvcGaTEcvN4nUIeS15nA","I might not noticed if there is any lines on the menu stated that unfinished food will be charged $10. But i look their menu up on yelp & saw all it said is ""unfinished sushi/sushi rice are charged at .75cent per piece"" & ""unfinished roll charged as follows, maki roll .75cent per piece, signature roll $1 per piece"". I had an unfinished chicken chow fun & they charged me $10 for that. I understand that's a waste of food but the food came out the same time & we just couldn't finish it all at once.",1
"585","r6dvcGaTEcvN4nUIeS15nA","I love this place especially the server MiMi she's awesom! She's always on top of things and she keeps all my drinks filled to the top and top off all my sauces plus anything else I need! But the food there is amazing especially for a all u can eat fresh!  Never had any bad Services nor bad food this place amazing!  If you ever need the girl name Joy she's a full of Joy and brings so much happiness when I eat there!     I just love this place!",2
"586","F5tx2jGpXewKTxcRDAFaoA","Kids love it.  There are foods here like Tater Tots, and they just got a cotton candy machine!",1
"587","F5tx2jGpXewKTxcRDAFaoA","They close at 10 pm. Do not walk in at 20 after 9 because you will be greeted and told to look at the bar and see if there's anything that you want. The food is picked over or at least it was tonight, most things were missing or real old. I saw a fly buzzing around on  the food  which  was a little off-putting to say the least. They will not make anything fresh and they want you to pay full price 40 minutes before they're supposedly closed. Very unhappy with my experience this evening.",2
"588","YZ7aP01qExBoF4f0LWnNEw","Get a platter if you're in a larger party or plan to share two or more rolls! We got three specialty rolls and a regular roll for $35.99! A delicious deal! Hana, Hawaiian Honeymoon, and King something (a non-menu special roll suggested by our server). Portions were HUGE, especially the non-menu roll!",1
"589","YZ7aP01qExBoF4f0LWnNEw","Great food and great service! When we arrived we was greeted by a man, very nice and helpful. He suggested some
Sushi which sounded good. When we got our food we was amazed how fresh it tasted. We will go back, best place we have found in middle tn. Great place!",2
"590","K_BoVdQ-FUsNGvxXwHz7Aw","Love this place - it's our go to! Every time we come here we have a wonderful meal. Th service is always with a smile - the waitress knows our drink orders as we are seated. 

I'm not sure why there are any bad reviews - some calling the food bland!? I'm Lebanese we wouldn't dare eat bland food and if we did we wouldn't keep coming back if it were.",1
"591","K_BoVdQ-FUsNGvxXwHz7Aw","Having lunch at my Favorite place in the area food is excellent and husband and wife owed  very nice couple enjoy dining here come about 3 x a month",2
"592","_VW9zTozHT0k8luWnmsDQQ","They have a secret shopper program tied to their loyalty card. Sign up, follow their instructions when they email you, fill out a survey in a timely fashion, and they give you $25 on a gift card.",1
"593","_VW9zTozHT0k8luWnmsDQQ","If you enjoy beer and hanging out, come here on Sunday or Monday when they have half price towers. Stopped in here a couple weeks ago and shared a 60oz tower of Blue Moon with a buddy for just $10.",2
"594","yw3vRR7XLIjEnlhMnVzR7w","Sushi = Avoid.    Cooked Food Items = Very Good. I highly recommend any if the stir-fry lunch items.  Delicious and healthy.",1
"595","yw3vRR7XLIjEnlhMnVzR7w","Udon noodle soup is yummy get it to go, much bigger serving size & for $2.50 you can't go wrong especially on a cold night",2
"596","AFG0Xm_iVHyCgikI97F8Yg","Fairly busy for a Saturday night in souderton.",1
"597","AFG0Xm_iVHyCgikI97F8Yg","Best habachi around!!! Sort of a hidden gem since it never seems to be very crowded. Service is always very fast, and the hibachi cooks are very fun and interactive. Food of course is very good, great place for a family dinner.",2
"598","scP7XZyyPcDd9Mb2fHSF4Q","Sub standard, I ordered the steak and shrimp hibachi; the salad was weak, not fresh lettuce and old cucumbers, the miso soup had three scallions in it, my main course had 6 bite sized pieces of steak.., which were terribly tough and over cooked, and the shrimp...please they were so over cooked it was a tragedy, then the remnants of my dinner, the zucchini was under cooked; I asked for brown rice and received white.  No thanks, this place just doesn't seem to care",1
"599","scP7XZyyPcDd9Mb2fHSF4Q","Not impressed, the sushi was average at best and the service was slow. The waitress gave us two different menus with identical items but insisted we order off the ""half price menu""...?",2
"600","XdipvXDdsYt_MDtTaMtXPA","I love hikaru but don't take out they have really slow service. The people are rude  but they do have really great sushi",1
"601","XdipvXDdsYt_MDtTaMtXPA","Service has declined....today we actually walked out for the first time after 10 years.....good customers no more",2
"602","uTHnykxwUKF3w_KhFTnsiQ","Don't go. You'll be hugely disappointed.",1
"603","uTHnykxwUKF3w_KhFTnsiQ","Food very good. prices reasonable. Good lunch specials.friendly service.",2
"604","LMXa9Vi82nHJsmdtyFyt_Q","The panang curry duck is awesome and the crispy duck salad as well . They often have Uni of the sushi menu. They grow their own thai basil in a garden in the front so it's AWAYS fresh.",1
"605","LMXa9Vi82nHJsmdtyFyt_Q","OISHI is open for TAKEOUT and DELIVERY during the pandemic!! Same freshness, quality and deliciousness as ever! YUM!!!!",2
"606","hsjYIfkwpYqfBnU6sd2lug","Honestly I've been going here for quite a while, usually I go on sushi Tuesday's which is half off sushi (that's why I go lol). Sushi varies sometimes the sushi is good other Times it's not the best... Also there people are superrrrrr rude.",1
"607","hsjYIfkwpYqfBnU6sd2lug","Good sushi, weird atmosphere, and if you're going to buy the yelp deal be sure to print out your voucher bc they won't take it from your phone!!",2
"608","wMQMMxaGq0HPG0mApezXMw","Delicious as always.  Great service.  Very fresh.",1
"609","wMQMMxaGq0HPG0mApezXMw","Best sushi I have ever had-seriously! (and we have lived all over). Try the 'A-Bomb' if you like it spicy, it won't disappoint!
D",2
"610","u9modXzD6V2Gbpq0YS9W6Q","Oishi has completed the move to new digs @ the site of the former Basil Leaf resto within the McCaffery's part of the Village of Newtown Shopping Center.",1
