"","business_id","name","address","city","state","stars","review_count"
"220","8jYlwzcI7ubAmrAVborpYg","T3 Sushi Plus","5751 Old Hickory Blvd","Hermitage","TN",4.5,10
"221","T72tpiOTqLPOwuXTgDWxnQ","Daiki Hibachi and Sushi","7557 Haverford Ave","Philadelphia","PA",4,69
"222","wSacmuwjiNWEgyfqtIroHg","Umai Sushi","1712 Missouri Ave N","Largo","FL",4,92
"223","0OJ6J4AoqpxjwQPp159lcg","Pisces Sushi and Global Bistro","799 Highland Ave","Dunedin","FL",4.5,528
"224","JOU22FJLIZNsYRymOMnfkg","Poke Express","1514 E Fowler Ave, Ste B","Tampa","FL",4.5,107
"225","7xckZSLRWf5uf3L1IsF1Kg","Mandarin Palace","1835 Chestnut St","Philadelphia","PA",3.5,185
"226","sGF1JBcdKblUHZ_jtMANLA","Sushi Tatsu","5725 N Illinois St","Fairview Heights","IL",4.5,179
"227","AZ5sk4X3LQ5BNLxeGPaddw","Seiko Japanese Restaurant","604 N 2nd St","Philadelphia","PA",4,142
"228","sYA8jpR7Op9IfjVDoI0DTw","Shige Express","520 S Meridian Rd, Ste 90A","Meridian","ID",3,75
"229","6Uu74gvylXUYRYllKUDKNw","Fish Bowl","2882 US-19 Alt","Palm Harbor","FL",5,50
"230","8r_n8JdKQ0gePm2neSkL7A","Sushi Ai","7020 Marketplace Dr","Goleta","CA",3,223
"231","DzBKbK7SvIi2lh0rsYUkhg","Samurai Japanese Hibachi Steakhouse","646 N Delsea Dr","Glassboro","NJ",3.5,102
"232","mYLDeVTtmyxPErxPzIUDQA","Ota-Ya","21 Ferry St","Lambertville","NJ",3.5,87
"233","RTSlCdSGWJZy0SjTaWsMtQ","Sakana Japanese Sushi Bar & Grill","7107 W State St","Boise","ID",3.5,52
"234","8pKHyTeLC6vsGiLTQ9eSeQ","Sakana Sushi Bar and Grill","925 S Vista Ave","Boise","ID",4,172
"235","rmQHRSJinTTsP8EerpdChA","Drake's","553 Cool Springs Blvd","Franklin","TN",3.5,342
"236","rNxrlRBeMYsIZiGBJCnNaQ","Umami Asian Bistro and Sushi Bar","150 Eagleview Blvd","Exton","PA",3.5,130
"237","2r3-fBAvSsljWrDLXkiHiw","LemonShark Poke","2901 Magazine St","New Orleans","LA",4.5,113
"238","HzHgn4BrQLnqDyFQseZ6Dg","Wasabi Sushi Bar","6530 N Illinois St","Fairview Heights","IL",3.5,138
"239","DyIO3iCiYaREeSh4ypik8A","Koto Steakhouse & Sushi Bar","533 S Howard Ave","Tampa","FL",3,250
"240","rqmSwgI-ZDsQhyJQpDIDZA","Ice Point Cafe","1113 Murfreesboro Rd, Ste 115","Franklin","TN",5,87
"241","8rIrPv5dq77fOTVgDgx6jg","Wasabi's Sushi","2800 Opryland Dr","Nashville","TN",2.5,108
"242","xv_U__GI9gmzKIHT_TANnw","Hoshun Restaurant","1601 Saint Charles Ave","New Orleans","LA",3.5,403
"243","DmFJhanaKgqP1dtaJb8q-Q","Ching Garden 2","5893 State Road 135","Greenwood","IN",3.5,23
"244","THn1r4TJ17-OBX7yOwrSnA","On A Roll Sushi","101 N Franklin St, Ste C","Tampa","FL",4,103
"245","z6HgTWokZSpvsMhqukUCow","Beachwood Seafood Kitchen & Bar","4022 Tampa Rd","Oldsmar","FL",4,169
"246","u19T9XKma19tc4EBzivqRA","Hana Tokyo","5435 S Calle Santa Cruz, Ste 185","Tucson","AZ",3.5,166
"247","A3P0BQ10fhjmR2skHKNOkQ","Asuka Sushi","447 Larchmont Blvd","Mount Laurel Township","NJ",4,140
"248","FygWE7b7ZN7JKKxbqKtMZw","Lemongrass Thai","73 White Bridge Rd, Ste 107","Nashville","TN",4,45
"249","FXUvbpIGhs1uUwzhu9kXPw","Osaki Japanese Cuisine","3949 Brownsville Rd","Feasterville-Trevose","PA",4,117
"250","ZpQs6ICV63NwLrTO9kNHAA","Grille One Nine","3516 US Hwy 19","New Port Richey","FL",3.5,140
"251","K_s-9Wd6vXSfnxYFzhE0Kw","Kei Sushi Restaurant","1711 South St","Philadelphia","PA",4.5,157
"252","Zx-dx9e4Hp-mpDV1JbhEwg","Wild Wasabi","209 10th Ave S, Ste 215","Nashville","TN",4,331
"253","IFFuw9ZIzpcWSqu2OHmjZA","Tampopo","269 S 44th St","Philadelphia","PA",3.5,185
"254","KzMgip1V94YCTsU-H6vtFQ","O-Ku Nashville","81 Van Buren St","Nashville","TN",4.5,225
"255","H2c5e7PfcCg9f9Ew19-xRw","Sushi Poke","1310 South St","Philadelphia","PA",4.5,29
"256","yWk13ePLz5VupvE1OdvmCQ","Sushi 7","5030 Las Brisas Blvd, Ste B6","Reno","NV",3.5,287
"257","buPs3iWmdUBzJ8RTsR9hJA","Faceless Samurai","3428 Tampa Rd","Palm Harbor","FL",4,77
"258","7YFRk0jPdApzMu55U7_yrA","Woksabi Now Known as Chow's Chinese Restaurant","659 Haddon Ave","Collingswood","NJ",3.5,126
"259","0mztD2NKpgV2sxWfaaOciQ","Koi Sushi & Hibachi","8350 E 96th St","Fishers","IN",4.5,15
"260","lsO4nMqeEPIT5QZ9jQ9G5g","Saki Endless Sushi and Hibachi Eatery","11921 N Dale Mabry Hwy","Tampa","FL",3,391
"261","DKyJMM2209QrTgclzoCUpw","Cafe Mochi","3221 S Grand Blvd","Saint Louis","MO",4,470
"262","COIL2VeL6MN-5Ou1D1i9bg","Daiwa Sushi Bar & Japanese Cuisine - Metairie","4100 Veterans Memorial Blvd","Metairie","LA",4,95
"263","b5ba1QwIHJVPmHTGWNGCGw","Sake Cafe of Chateau","817 W Esplanade Ave","Kenner","LA",3.5,39
"264","xntpvUMDhIocGw1FAvEVeg","Mien Noodles","777 Harrah's Blvd","Chester","PA",3.5,9
"265","iVZ5Owx4RnOnkx02NvQ3nw","Bodeli Sushi Restaurant","330 Mayfield Dr, Ste D5","Franklin","TN",3.5,89
"266","bA4_MDnT5fK7NJaw_YNJaA","Aiyara Thai & Sushi","2535 Franklin Pike, Ste 105","Nashville","TN",3.5,43
"267","r6dvcGaTEcvN4nUIeS15nA","Ginza","6417 E County Line Rd, Ste 104","Tampa","FL",3.5,168
"268","F5tx2jGpXewKTxcRDAFaoA","China Grand Buffet","10498 W Fairview Ave","Boise","ID",3.5,123
"269","K_BoVdQ-FUsNGvxXwHz7Aw","Thai Chili 88","3 Shoppers Ln","Turnersville","NJ",4,68
"270","_VW9zTozHT0k8luWnmsDQQ","Drake's Keystone","3740 E 82nd St","Indianapolis","IN",4,313
"271","yw3vRR7XLIjEnlhMnVzR7w","Kai Sushi Shabu-Shabu","738 State St","Santa Barbara","CA",2.5,240
"272","AFG0Xm_iVHyCgikI97F8Yg","Kabuke Japanese Steak House","719 Rte 113","Souderton","PA",3,57
"273","scP7XZyyPcDd9Mb2fHSF4Q","Wasabi Japanese's Cuisine","127 Ark Rd","Mount Laurel Township","NJ",3.5,87
"274","hsjYIfkwpYqfBnU6sd2lug","Wasabi","412 N Black Horse Pike","Williamstown","NJ",2.5,50
"275","HdoL6w96mdqzsW9jd_wcrw","The Lobby Lounge","100 Carondelet Plaza","Saint Louis","MO",4.5,14
"276","wMQMMxaGq0HPG0mApezXMw","Ahi Sushi Bar","1193 E Winding Creek Dr","Eagle","ID",4,113
"277","u9modXzD6V2Gbpq0YS9W6Q","Oishi","2808 S Eagle Rd","Newtown","PA",4,347
"278","egDsfkn6ZYrYRnlGe4I94g","FinBomb Sushi Burrito & Poke Bar","681 S Virginia St","Reno","NV",4,263
"279","I8IPPZvEPdb_xG0nGIMyjA","Thai Chef & Noodle Fusion","157 W Lincoln Hwy","Penndel","PA",4.5,313
"280","6oWaOMzGPCe5fjZvINe6YQ","Sonobana Japanese Restaurant and Grocery","40 White Bridge Rd","Nashville","TN",4,277
"281","hz_zPpBrGPuypuIptEmMeA","The Lemon Grass","310 Central Ave","Saint Petersburg","FL",4,292
"282","YytGMpwVXz45T0ihSG2Scg","Suki Hana","400 W Route 38, Ste 1655","Moorestown","NJ",4,15
"283","OO-bjy2WcEV4QOWljp9_3A","Joa Sushi","571 S Broad St","Lansdale","PA",4,28
"284","JnJzamlUgYY37uzf5Nav9A","Little Tokyo","2300 N Causeway Blvd","Metairie","LA",3.5,175
"285","rmXPAS-Ad3KDnu_p9SguVQ","Tokyo Sushi Bar","5711 E Fowler Ave","Tampa","FL",4,69
"286","EegNFBB2WIxv9iOOiTifxw","KORI","709 Sumneytown Pike","Lansdale","PA",4.5,33
"287","5uoRXyHxs6nH_ORItDCoaQ","Sake Sushi Hibachi House","3225 Williams Blvd","Kenner","LA",3.5,62
"288","dDMJ-H6e_RvoxwoXai79Rw","Sapporo","1650 Nashville Pike, Ste 700","Gallatin","TN",4.5,110
"289","YXaCcpETNtxrNNK6TbUTlw","Sachi Ramen And Robata Bar","721 Chapala St","Santa Barbara","CA",4,324
"290","iOYiyO3Fa9Dm-umVZL-KIQ","Steak ’n Shake","12921 Sheldon Rd","Tampa","FL",2,82
"291","rUtvphBrmi4PJIS90iWsvQ","Bistro Chopstix","251 N Illinois St","Indianapolis","IN",3,18
"292","m_t0u1Z9bPmKRdEVBa-MJQ","Hissho Sushi","1 Terminal Dr","Nashville","TN",3,81
"293","dq1SaBM4b7GZ6w2d2OmH_A","GuGu Asian Table","938 E Baltimore Pike","Kennett Square","PA",4.5,11
"294","3wq2chcgOs5D7f6KHcINmg","Yummy Sushi & Hibachi","6100 Hamburg St","New Orleans","LA",4,104
"295","-iSTJj5oyS6kzvaiw5T0Fg","Dragon House","329 Haddon Ave","Collingswood","NJ",4.5,56
"296","3iSRhLUZfZSlLaQw-BzloQ","Virago","1120 McGavock St","Nashville","TN",3.5,708
"297","WAmcXAO2Q5-qvyj9oT88fw","Tokyo Bleu","602 Rt 130 N","Cinnaminson","NJ",4,92
"298","kLqLi4dHEqYpuqUAX_7QLA","Sakana Sushi Asian Grill","2908 W Gandy Blvd","Tampa","FL",4,116
"299","c9KXvNm7dvtnf10M9Vxfaw","E.B.I. Sushi","7900 4th St N","Saint Petersburg","FL",4.5,58
"300","7ABcgM9T7SD7H_-MLy61MQ","Riverfront Market","3 S Orange St","Wilmington","DE",3.5,21
"301","LCXRkGG1RhisKLVTHH3jiQ","Asian Fusion & Steak","2647 S 13th St","Philadelphia","PA",3.5,43
"302","hFwNJ5AU6yca5wwI_e4Eiw","Hibachi Express Of Seminole","11220 Park Blvd N","Seminole","FL",5,9
"303","M6vaQ1leXrMHbVyyj0a_xw","Kazan","2412 Lake Cir Dr","Indianapolis","IN",3.5,86
"304","OhNd1a8btwomUcrN5DjwKQ","Tum Rub Thai","32716 US Hwy 19 N","Palm Harbor","FL",4,89
"305","SFKwDOtnnrfrNWyoxekG1Q","Sakura Japanese Restaurant","595 Hillsboro Rd","Franklin","TN",4,68
"306","agH--1cTHcj-rduHmnAJgQ","Zushi Sushi & Ramen","1263 S Laclede Station Rd","Webster Groves","MO",4.5,14
"307","HBuQAJvypwNerylr03XqQg","Tokyo Express","4146 Ogletown Stanton Rd","Newark","DE",4,53
"308","SybWgZ_qUaUmlmB97_Ia2A","Sakura Sushi","3210 E Chinden Blvd, Ste 138","Eagle","ID",3.5,87
"309","j_AhCyEzJpo3sS7NZRFKQA","Ijji Sushi","685 E Prater Way, Ste 101","Sparks","NV",3,623
"310","xorwIoWJXmA7zjPL2olsJw","Rice N Roll","19243 N Dale Mabry Hwy","Lutz","FL",3.5,80
"311","Te4yTJ7blab4s_JTAF71Iw","Sakura Japanese Sushi Restaurant","1203 Kirkwood Hwy","Wilmington","DE",4.5,178
"312","DhBe7gF3li2eCYRjwi2_Hw","Kisso Sushi","205 N 4th St","Philadelphia","PA",4,194
"313","l7DcigtFMYMYnGqcBzMJqQ","Fujiyama Restaurant","1701 E Fairview Ave","Meridian","ID",4.5,122
"314","55X3tkJf7TJGdOOHOIxGag","Kyushu Ramen & Sushi","907 S 9th St","Philadelphia","PA",5,5
"315","6POxtHV_ZIpCJKBd3u_efA","Sakura Japanese Cuisine","7079 Hwy 70 S","Nashville","TN",4.5,114
"316","oRe0iraGEsVSNKxcp_hjbw","Blk Mkt Eats","9 S Vandeventer Ave","Saint Louis","MO",4.5,304
"317","t-abv5g6bjbYwLerN_4VKw","Samurai","3912 N Oracle Rd, Ste 100","Tucson","AZ",4,187
"318","WdS2zyg6lJNeTLMIvkmWAQ","Kumo Sushi & Asian Bistro","99 Market St, Ste 1, Providence Town Ctr","Collegeville","PA",4,252
"319","fQknpOKcW_JtfE6oIoGkKg","Pokeworks","3413 Veterans Memorial Blvd, Ste 119","Metairie","LA",4,100
"320","0OsR9lO16jxa0xWUY57s9g","Koto Sushi","719 Sansom St","Philadelphia","PA",4.5,280
"321","lIY8UclOqYqiUpj89rycdQ","Genji Ramen and Sushi Bar","1558 N Kings Hwy","Cherry Hill","NJ",4,28
"322","X9e_btDPux6JGqqw8UF_Pg","Koizi Endless Hibachi & Sushi Eatery","17012 Palm Pointe Dr","Tampa","FL",3.5,513
"323","XCY5mYQv-6Y-uOZEOgOhiQ","Forty Five Degrees","765 Massachusetts Ave","Indianapolis","IN",4,583
"324","k2DujxP1NcGWW5Z5_dDg7w","Kabuto Japanese Steak Seafood & Sushi","908 Conference Dr","Goodlettsville","TN",3,146
"325","zgdGeg4L13C2Rbm4UARtHw","Island Sushi & Ramen","8716 W Fairview Ave","Boise","ID",4.5,313
"326","kvAKHa9_-x1JH5xweeVXqQ","Poke King","2835 N McCarran Blvd, Ste 101","Sparks","NV",4,46
"327","kMVROdQZoNoQBmvvpe78LA","Al Chu’s Sushi","111 W 10th St","Wilmington","DE",4.5,14
"328","H9Qk48EFNBwFiRd7bw-K4A","Orchid Asian Fusion","3025 Rt 130","Delran","NJ",4,60
"329","pNlGjJsUwNKrxIAy0AvhiA","Sakura hibachi sushi thai","609 S Trooper Rd","Norristown","PA",4,45
"330","EYs_T4NU2BbaUF7vUDI55Q","JJ Sushi","2868 Vista Blvd, Ste 116","Sparks","NV",4,406
"331","2ITrMkLed7_4liQjhsyr3Q","Oriental Sakura","259 Fish Pond Rd","Sewell","NJ",3.5,19
"332","ehTKJRxy6csk5iiK_-pU1w","Ginza Japanese Restaurant","3900 Hillsboro Pike, Ste 10","Nashville","TN",3,111
"333","e0CA8hTRjk0cVmxW0kYmIQ","Smiley Thai and Sushi","11356 Lebanon Rd","Mount Juliet","TN",4.5,106
"334","W6k6b-bUaX0goySzl-zgTg","Red Poke Express","135 South St","Philadelphia","PA",4.5,127
"335","5fCpLBp4DeG5uZ3RkhJUYg","Sushi Ya","8915 W Overland Rd","Boise","ID",3,125
"336","mZcCwF_Nwwa7PEghwUNXwA","Sushi House","11647 Fox Rd","Indianapolis","IN",4,73
"337","FNwvXKcoN_WZzOOKqrfFAQ","Umi 2","3580 Holiday Dr","New Orleans","LA",4.5,97
"338","Cckfq1IRAAN4Q7YJh7Ru6A","Blue Sushi Sake Grill","2721 E 86th St, Ste 100","Indianapolis","IN",4.5,538
"339","yui1n1JawiW9g7RR62a_wA","Matoi Sushi","602 N Dale Mabry Hwy","Tampa","FL",4,594
"340","uuEdVSddKBJ5CtStDifE3g","Sakura King","2609 Thonotosassa Rd","Plant City","FL",3,22
"341","3TUWwxj6oMz4kKQ6sBaH2w","Tokyo Sushi","8229 Germantown Ave","Philadelphia","PA",4.5,6
"342","DUaQSnLnsk3V9IWtkP6uFw","Issho Sushi And Steakhouse","216 N Pottstown Pike","Exton","PA",4.5,30
"343","yAZ3vmkKtP5m6WWe6fPb-Q","Sushimi's","3005 Skyline Blvd","Reno","NV",4,276
"344","wpmuB2jeDkczlmT0SNIFPA","Sushi Station","29 N Gore","Webster Groves","MO",4,308
"345","gExn3d0VMMJWlSICsGHGfg","Ohana Sushi","1560 S Stanford Way, Ste 102","Sparks","NV",4.5,389
"346","GC5goehoKBn5xHSjL5hJJQ","Tegry Bistro","1521 N Green St, Ste A","Brownsburg","IN",3.5,54
"347","VhBW615VRkiQLP03oAZ59Q","Ijji 2 Sushi & Japanese Steakhouse","4955 S Virginia St","Reno","NV",3.5,765
"348","c-KnWXTVV7401QFWqV1heQ","Tokyo Mandarin","1907 Deptford Center Rd","Deptford","NJ",3,27
"349","U2hkeMI-q4cS35QolJYN0A","Arigato Sushi","1225 State St","Santa Barbara","CA",4,980
"350","U0xnFDNnxapnjUU7BJoibw","Aroi Thai Tsuyu","20685 Bruce B Downs Blvd","Tampa","FL",3.5,94
"351","FNP4tlM-KYf--vTk_Gf9nQ","Sushi Train","94 White Bridge Rd","Nashville","TN",3.5,321
"352","UCf1qieF9Lss61Te-Qnacg","Sushi Cafe","28 W Figueroa St","Santa Barbara","CA",3,10
"353","UnBgLQYMzt-lWwIxHc_f6g","Jazz Thai Restaurant","4516 S Dale Mabry Hwy","Tampa","FL",3.5,33
"354","vcNYhPd7G8p3AtcFGBxM5g","Chinese Buffet","2610 Homer M Adams Pkwy","Alton","IL",3.5,34
"355","XjuqPaZGBL_9FdV200Vqag","Jimbo's Sushi & Korean Food","7 Arcade","Nashville","TN",4.5,61
"356","5XJsZt4HFjSbAdc4dkWVKQ","Sushi Cortaro","8225 N Courtney Page Way","Tucson","AZ",4,272
"357","PwkWZBL_FLDMheTnvg8zkg","Umi","535 E Judge Perez Dr","Chalmette","LA",3.5,70
"358","YaEwp8emNzySe-d0MKVbOw","Midori Japanese Korean Restaurant","5628 Nolensville Pike","Nashville","TN",4,151
"359","ZGChyjzwb_buWTT6Wg-q7g","Ahi Sushi","9999 Bustleton Ave","Philadelphia","PA",4,122
"360","qVH2TO94JmoBglrSGZLxJg","Akia Japanese Fusion","407 Mill St","Bristol","PA",4,23
"361","UnpI0GPdaHPeUlb9x9BaEA","Nickel City Sushi & Sports Bar","7658 Park Blvd N","Pinellas Park","FL",3.5,65
"362","vz8QoRY9DQd-My5RtRx9tQ","Secret Garden","505 N Florida Ave","Tampa","FL",4.5,23
"363","77eLvITjZT6P6KNSsw0n4g","Espresso Cafe & Sushi Bar","7814 Castor Ave","Philadelphia","PA",3.5,18
"364","qTicP3qlsW6zqLV7P1Uz_g","The Eastern Peak - Thompson Lane","536 Thompson Ln","Nashville","TN",4,396
"365","D_qCYxSUz6XJag_UzFe5wA","Hibachi Express Tarpon Springs","41260 US Hwy 19 N","Tarpon Springs","FL",4.5,5
"366","c3tkUCdpsqMlTiLAiBIOBw","Mt Fuji Japanese Restaurant","1450 Clements Bridge Rd, Ste 3","Deptford","NJ",4,103
"367","U_xXDEstWkdhmQR8IWHVCw","Asian Buffet","1742 Bruce B Downs Blvd","Wesley Chapel","FL",3,190
"368","Qjib-PCjkZPyHOADAgPNYA","Kobe Italian","13505 Icot Blvd, Ste 207","Clearwater","FL",3.5,140
"369","oT_lhJd7LJpTrt8vAnN5fg","Hayashi Sushi","814 S 47th St","Philadelphia","PA",4.5,53
"370","dQfKzzK4wYzO6vR49YzF_A","Thai Sushi House","8603 E 116th St","Fishers","IN",4,185
"371","PcamveJ7jyN7MtoBbhf6Og","Shangri La","100 Springdale Rd","Cherry Hill","NJ",4,98
"372","L9Chf9h-zu8kwbAdJTUtFg","Oya Sushi","10525 Park Blvd, Ste 111","Seminole","FL",4,60
"373","4iW60YPQb6Mf2R0o2k9O0g","Shomi Sushi & Seafood","13680 Walsingham Rd","Largo","FL",4.5,51
"374","S1Oatik7asDJdXbcVL3vRg","Jasmine Oriental Cuisine","175 Rt 70 E, Ste 6","Medford","NJ",3.5,104
"375","41b1cZSlkIBA_87-jCcXlw","Ebisu Sushi Shack","5116 N Nebraska Ave","Tampa","FL",4.5,152
"376","Pkeen6G8FdgFyyE6VpZKoA","La Fonda Mexican Restaurant & Bar","4385 Neil Rd, Ste 109","Reno","NV",4,131
"377","90aL9Gyqo2fv8wcy7bTvDQ","Teikoku","5492 W Chester Pike","Newtown Square","PA",4,250
"378","WVNw5jRXmaJdP1_r-gN8XA","Asian Bamboo House","9456 State Rd","Philadelphia","PA",4,66
"379","HviAzkMvhZbyT8dUH9BkLQ","Yoi Tomo Sushi & Grill","405 S Capitol Blvd","Boise","ID",4,406
"380","kbzE-4P0okWr_JIXm7txyQ","Misoya Sushi","1222 Welsh Rd, Ste B8","North Wales","PA",4.5,10
"381","xLL41_oIa0ouS7iySgmIsg","Karen Thai & Sushi","291 Sam Ridley Pkwy E, Ste 230","Smyrna","TN",4.5,60
"382","pVqguAppAQifRW6UzLwykA","Shogun Sushi","3640 S Findley Ave","Boise","ID",4,160
"383","EatwITm-LQGosLVhK_jk6w","E Sushi & Grill","6428 US Hwy 41 N","Apollo Beach","FL",4.5,44
"384","lMRBJZ5dt0c51GizF5EHig","Tokio HeadHouse Restaurant, Bar, and Sushi Catering","122 Lombard St","Philadelphia","PA",4.5,10
"385","SwJLqp3ngTotqd3kAmPdyw","WOOJUNG Sushi","1017 Germantown Pike","Plymouth Meeting","PA",4.5,321
"386","FnEWE7CdxTolKWEgVKAlsg","Nomzilla! Sushi Et Cetera","1000 Gallatin Ave, Ste A","Nashville","TN",4,203
"387","W9y4JkMqy2dFNwYc3Y5cKQ","Hinoki Sushi","5270 Longley Ln","Reno","NV",4,735
"388","vXQLdqB-stL2JTP5AsPVaA","Samurai Blue Sushi & Sake Bar","1600 E 8th Ave, Ste C208","Tampa","FL",4,504
"389","RCpFAdBZJM9ucpVMcYXiVA","Gummlai Thai","1170 Easton Rd","Abington","PA",4.5,168
"390","6NWNBToJeEzgkT1ZxeFt-Q","Sakana","40 Rittenhouse Pl","Ardmore","PA",4.5,13
"391","vlOI4udD95JUGlmA7a6iqA","Tokyo Sushi & Catering","1701 John F Kennedy Blvd, Ste C120","Philadelphia","PA",3,29
"392","FkXzqvQiagj9eCgLVd1T7g","Sushi Yama","10017 E Adamo Dr","Tampa","FL",4.5,46
"393","FosMoRf6vWCVt5BRoZELQA","AJ's Sushi Bar","2775 E Skyline Dr","Tucson","AZ",4,18
"394","x74H40TDF7lRXk6D3UVYmw","Kobe Japanese Steakhouse - New Tampa","19601 Bruce B Downs Blvd","Tampa","FL",4,218
"395","ptZ879RZ_wtQZ7tJuPzkiQ","Sushiman","2501 Huntingdon Pike","Huntingdon Valley","PA",4.5,98
"396","6vl3AScsgSNIeuM8woSGSg","Panai Thai Restaurant","11922 Seminole Blvd","Largo","FL",4.5,72
"397","3QqkYkN4oIPCMWUG1B3LyA","Naked Tchopstix on 96th st.","3855 E 96th St, Ste A","Indianapolis","IN",3.5,159
"398","68ZJoGeIj1DA2TnxHgRFyg","Osaka Sushi Cafe","3473 Nameoki Rd","Granite City","IL",4.5,52
"399","lVAjWGOqyZOFHMEw5NLt9g","KitzMo Sushi","3335 Kietzke Ln","Reno","NV",3.5,506
"400","5rScKeYVjFk8VahsvJv9QA","Mikimoto","3301 S Carrollton Ave","New Orleans","LA",4,394
"401","fgboXnRdTBPfiBMzpuQu1A","Bangkok Fusion Cafe","3700 Ulmerton Rd, Ste 105","Clearwater","FL",4.5,143
"402","rgMCfGpuZup_ngwLdJ_0oA","Zpan Hibachi And Sushi Bar","5038 N US Hwy 41","Apollo Beach","FL",3.5,65
"403","Rlxlbn8ZQbMs0lKt9kN0xw","Thai Cafe Restaurant","1041 Broad Ripple Ave","Indianapolis","IN",4,203
"404","glA62EC2ghmWjpwGQrWyRQ","Best Thai & Sushi","35354 State Rd 54 W","Zephyrhills","FL",4.5,178
"405","5YRHE2foNVmv1n8VIJcb-A","Shogun Japanese Restaurant & Sushi Bar","5036 N Oracle Rd","Tucson","AZ",3.5,270
"406","u4dax05l6to_vjYR9b-_Jg","Hangar Kitchen Plus Bar","9528 Manchester Rd","Saint Louis","MO",4,79
"407","AvT60oEgrncToOSrETmkLg","The Olde Heights Bistro","4703 N Nebraska Ave","Tampa","FL",4,106
"408","_X9SsBerAMSTuEwJv-_cng","Cox's Seafood Market","6821 N Dale Mabry Hwy","Tampa","FL",4.5,62
"409","L5uxkYPKhTl2YzL0rkpN6Q","Sushi Ai","4 N Central Ave","Clayton","MO",3.5,198
"410","AFeVNAyxenAr5x-56ulL6A","Ling & Louie's Asian Bar and Grill","3210 E Louise Dr","Meridian","ID",3.5,298
"411","pvEMxB2cF8YWKzGprzUxVw","T'asia Sushi Bar & Thai Cuisine","4648 Park Blvd","Pinellas Park","FL",4.5,127
"412","y8qe5iBIYuSWdVqqWscRtg","Watami Sushi","657 Clements Bridge Rd","Barrington","NJ",4,33
"413","1CgDGZ9x5-JPzUaq6I9ZLg","Mizu Sushi and Hibachi","1111 Easton Rd, Ste 1 and 2","Warrington","PA",4.5,78
"414","vUkiYPpbkMXA99WneLSGkQ","Banana Leaf","1009 Arch St","Philadelphia","PA",3.5,706
"415","RJbyMgFji5uRn0-lkLLing","Kampai Sushi","6486 N Oracle Rd","Tucson","AZ",4,85
"416","mwClJ3GToMV17Guo-KLCRw","United Provisions","6241 Delmar Blvd","Saint Louis","MO",4,114
"417","27TyycLr6a5ju7ROXAtbbA","Osaka Sushi","140 N Flowers Mill Rd","Langhorne","PA",4,112
"418","w8OykXSEIcr2a65VUxyLJA","Golden Palace","35 S Broad St","Woodbury","NJ",3,24
"419","oiFw8lJrYUZ4zrffWwWiBg","Tomo Sushi Japanese Restaurant","806 Delsea Dr N","Glassboro","NJ",4,88
"420","l3LUxNBkQPG1gAwI7P11ew","Bento Asian Kitchen","1910 N Ola Ave, Unit 11","Tampa","FL",3,15
"421","1Cm3f1ys5_sBRUBTFECnww","Weis Markets","73 Old Dublin Pike","Doylestown","PA",3,13
"422","yxLoc4VZMkD3AeoddRl8Ww","HOSHI'S","126 S 11th St","Philadelphia","PA",4,21
"423","vH3bNYj4M3oYNwjcTJKbpA","MARU IYAGI - Hendersonville","300 Indian Lake Blvd, Unit D100","Hendersonville","TN",4.5,56
"424","I7GoKXrd_k5_ObTWWgkWDQ","Sushi King","600 Kings Hwy N","Cherry Hill","NJ",4,164
"425","qmJR2qGwuK-q_05gY2qu9A","Sushi Boss","3349 E 86th St","Indianapolis","IN",4.5,147
"426","OeL51BtqHdORVqqjNT4YNw","Pete Sushi & Poke","14995 Gulf Blvd, Unit J","Madeira Beach","FL",5,97
"427","uPaVoR6XHk12KT9KTr1WFw","ASIE","511 State St","Santa Barbara","CA",3,149
"428","oxjwqehuaSp19X0VGjXB0Q","Koizi Endless Hibachi & Sushi Eatery","11245 Causeway Blvd","Brandon","FL",3,259
"429","H4q5yRg4jQUD0bwIJIXUGg","Sky Asian Bistro","Tucson International Airport","Tucson","AZ",3.5,35
"430","YC2-wHqRqgoSTbVGOl3Gkw","Hibachi Grill & Supreme Buffet","1282 Old Orchard Ctr","Ballwin","MO",3,100
"431","I-23nT_0H9lEW8qFHLQ1pA","Royal Sushi & Bar","1913 Royal St","New Orleans","LA",4.5,194
"432","31uu55dhOGzPHAJslZp7uA","Great Wall Restaurant","10398 W Overland Rd","Boise","ID",3,61
"433","DW9rgqWWzidDLIazmTjthw","Big Apple Buffet","1030 58th St N","Saint Petersburg","FL",3,113
"434","jrUso5L85sDzeBj7KqLhJg","Poké Island Plus","8636 Hunters Village Rd","Tampa","FL",4.5,7
"435","nUCjyw0wQ_sjaS_vVYwjQg","Yummy Bowl","8810 S Emerson Ave, Ste 150","Indianapolis","IN",4.5,49
"436","aCIEDF2W4nRpL7fTk3njtw","A 1 Japanese Steak House","110 Lincoln Hwy","Fairless Hills","PA",3,126
"437","A5sXEcVHYnmNDs0bwb7u-w","Oketo Japanese Express","12199 Indian Rock Rd","Largo","FL",3.5,64
"438","O0HHXvNqdsX89rE2gmU1tQ","Tokyo Grill","387 W Esplanade Ave S","Kenner","LA",4.5,80
"439","aokmHGeXF6Q41Q5h7aU53Q","Sakura Sushi","3438-16 E Lake Rd","Palm Harbor","FL",4.5,93
